method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_nominal_completion_time_seconds_all,avg_latency_time_seconds_all,avg_completion_time_seconds_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
LACM w/o SELECT,UGV Complex Road Passage,4000,4000,69.8315,121.7965,0.6515,0.7679,13.3857,4283.44,38.4117,104.4044,1.2619,105.6663,0.4801,4.3235,0.3243,0.3485,0.0,0.3485,0.0692,0.0,0.0692,0.5255,0.4745,0.5581,2.233,0.3596,0.3596,2.019,0.4469,0.2882,0.6698,0.0,0.6698,0.0,0.0,0.6077,5.0055,3.04,0.499,0.1,0.2933,0.4798,0.0596,0.3488,0.0,0.0,0.6077,0.0,0.0,0.0,0.3848,0.0,17133760,Chapter 3 Road Ablation,lacm_wo_select,road,42
LACM w/o FOLLOW,UGV Complex Road Passage,4000,4000,69.5107,121.1697,0.6432,0.7653,13.277,4248.64,38.8573,104.5715,1.3003,105.8718,0.4857,4.346,0.3259,0.3568,0.0,0.3568,0.0687,0.0,0.0687,0.5321,0.4679,0.5619,2.0473,0.3631,0.3631,2.0805,0.4489,0.2898,0.0,0.6727,0.6727,0.0,0.0,0.6229,4.965,3.137,0.4992,0.1,0.2937,0.4785,0.0598,0.3516,0.0,0.0,0.6229,0.0,0.0,0.0,0.3877,0.0,16994560,Chapter 3 Road Ablation,lacm_wo_follow,road,42
LACM,UGV Complex Road Passage,4000,4000,70.0596,122.6962,0.6455,0.7671,12.8308,4105.84,38.3485,104.3807,0.8458,105.2265,0.4794,4.4923,0.3369,0.3545,0.0,0.3545,0.0706,0.0,0.0706,0.5227,0.4773,0.5574,2.2128,0.2372,0.2372,1.3533,0.4501,0.1933,0.5644,0.2003,0.7647,0.0,0.0,0.6026,4.7307,2.828,0.493,0.1,0.2867,0.4687,0.0584,0.3428,0.0,0.0,0.6026,0.0,0.0,0.0,0.5912,0.0,16423360,Chapter 3 Road Ablation,lacm,road,42
