method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
EFSR,UGV Complex Road Passage,4000,4000,70.7761,123.296,0.653,0.7712,11.9923,3837.52,37.135,0.4642,4.8145,0.3611,0.347,0.0,0.347,0.071,0.0,0.071,0.5225,0.4775,0.5466,2.2837,0.2604,1.4372,3.8502,0.4594,0.0953,0.3685,0.5362,0.9047,2.3683,5.0163,0.5173,4.2763,2.1862,0.4819,0.1,0.2755,0.4531,0.0567,0.3306,0.3737,0.4071,0.5173,0.1804,0.0942,0.0992,0.7801,0.8649,15350080,Chapter 4 Road Ablation,efsr,road,44
EFSR w/o EF,UGV Complex Road Passage,4000,4000,59.3536,97.7253,0.4647,0.6507,10.644,3406.08,49.442,0.618,4.4404,0.333,0.5353,0.0,0.5353,0.1009,0.0,0.1009,0.54,0.46,0.5716,1.8237,0.2414,1.4468,3.3467,0.4369,0.0771,0.5082,0.4147,0.9229,1.6338,3.4937,0.3819,3.7243,1.5232,0.4725,0.1,0.2846,0.4261,0.045,0.3279,0.2886,0.3471,0.3819,0.1352,0.0774,0.076,0.7871,0.6967,13624320,Chapter 4 Road Ablation,efsr_wo_ef,road,44
EFSR w/o RV,UGV Complex Road Passage,4000,4000,48.8629,75.7219,0.3063,0.5305,9.2073,2946.32,59.87,0.7484,4.0401,0.303,0.6565,0.0,0.6565,0.1402,0.0,0.1402,0.5764,0.4236,0.611,1.536,0.2254,1.3907,2.7859,0.3973,0.0694,0.5278,0.4028,0.9306,0.2037,0.8565,0.0612,3.2705,0.2037,0.453,0.1,0.2866,0.3905,0.0383,0.3204,0.0801,0.1406,0.0612,0.0536,0.0163,0.0102,0.7343,0.2232,11785280,Chapter 4 Road Ablation,efsr_wo_rv,road,44
