episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,comp_decision_ratio,idle_comp_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,68.781,87.3108,0,3.0,0.5,12,3840,80,120.0,2.3381,122.3381,1.0,3.3333,0.25,1,0,1,0.0833,0.0,0.0833,3,0.5833,0.4167,0.5833,7,7,12,0.7794,0.7794,3.7409,0.4167,1.0,0.4167,0.6,0.2,0.2,0.4,0,0,1.0,3,3,0.4473,0.1,0.25,0.3333,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.9503,0.0,traffic_light,obstacle,0.98,0.0
4,5.2228,4.0231,0,1.0,0.1667,6,1920,80,120.0,1.3826,121.3826,1.0,2.2222,0.1667,1,0,1,0.1667,0.0,0.1667,0,0.3333,0.6667,0.8333,2,5,6,1.3826,1.3826,2.2122,0.3333,1.0,0.3333,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.5682,0.1,0.5,0.5,0.0,0.5,0.0,0.0,0.6667,0.0,0.0,0.0,-0.0,0.0,avoidance,obstacle,0.98,0.0
5,41.907,40.7344,0,2.0,0.3333,7,2240,80,120.0,0.0,120.0,1.0,3.8095,0.2857,1,0,1,0.1429,0.0,0.1429,1,0.5714,0.4286,0.5714,4,4,7,0.0,0.0,0.0,0.4286,1.0,0.4286,0.0,0.3333,0.6667,1.0,0,0,1.0,2,2,0.4247,0.1,0.2857,0.2857,0.0,0.2857,0.0,0.0,1.0,0.0,0.0,0.0,0.6365,0.0,balloons,obstacle,0.98,0.0
6,8.5472,6.7011,0,1.0,0.1667,4,1280,80,120.0,0.0,120.0,1.0,3.3333,0.25,1,0,1,0.25,0.0,0.25,0,0.75,0.25,0.75,3,3,4,0.0,0.0,0.0,0.25,1.0,0.25,0.0,1.0,0.0,1.0,0,0,0.0,1,0,0.3615,0.1,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,avoidance,obstacle,0.98,0.0
7,89.1006,166.2349,1,6.0,1.0,14,4480,14,95.25,1.5412,96.7912,0.175,5.7143,0.4286,0,0,0,0.0,0.0,0.0,3,0.4286,0.5714,0.4286,6,6,14,0.3082,0.3082,2.4658,0.5,1.0,0.5,0.2857,0.2857,0.4286,0.7143,0,0,1.0,4,4,0.5117,0.1,0.2143,0.4286,0.0,0.2857,0.0,0.0,1.0,0.0,0.0,0.0,1.079,0.0,completed,,0.98,0.0
8,68.3362,86.2497,0,4.0,0.6667,13,4160,80,120.0,2.8993,122.8993,1.0,4.1026,0.3077,1,0,1,0.0769,0.0,0.0769,2,0.4615,0.5385,0.5385,6,7,13,0.7248,0.7248,4.6389,0.5385,1.0,0.5385,0.5714,0.1429,0.2857,0.4286,0,0,1.0,4,4,0.5183,0.1,0.3077,0.3846,0.1538,0.3077,0.0,0.0,1.0,0.0,0.0,0.0,0.9557,0.0,slot_search,grass,0.98,0.0
9,89.1431,166.528,1,6.0,1.0,19,6080,19,97.125,0.0,97.125,0.2375,4.2105,0.3158,0,0,0,0.0,0.0,0.0,2,0.5789,0.4211,0.5789,11,11,19,0.0,0.0,0.0,0.4737,1.0,0.4737,0.0,0.6667,0.3333,1.0,0,0,0.3,10,3,0.6036,0.1,0.4211,0.6842,0.2632,0.5263,0.0,0.0,0.3,0.0,0.0,0.0,0.6365,0.0,completed,,0.98,0.0
10,89.1398,166.5047,1,6.0,1.0,14,4480,14,95.25,1.4112,96.6612,0.175,5.7143,0.4286,0,0,0,0.0,0.0,0.0,3,0.5,0.5,0.5,7,7,14,0.2822,0.2822,2.2579,0.5,1.0,0.5,0.2857,0.4286,0.2857,0.7143,0,0,1.0,3,3,0.511,0.1,0.2143,0.5,0.0,0.2143,0.0,0.0,1.0,0.0,0.0,0.0,1.079,0.0,completed,,0.98,0.0
11,88.7988,164.1859,1,6.0,1.0,18,5760,18,96.75,1.6152,98.3652,0.225,4.4444,0.3333,0,0,0,0.0,0.0,0.0,3,0.5556,0.4444,0.5556,10,10,18,0.323,0.323,2.5844,0.4444,1.0,0.4444,0.25,0.375,0.375,0.75,0,0,0.5556,9,5,0.597,0.1,0.4444,0.6667,0.0556,0.5,0.0,0.0,0.5556,0.0,0.0,0.0,1.0822,0.0,completed,,0.98,0.0
12,8.3333,6.5258,0,1.0,0.1667,4,1280,80,120.0,0.0,120.0,1.0,3.3333,0.25,1,0,1,0.25,0.0,0.25,0,0.5,0.5,0.75,2,3,4,0.0,0.0,0.0,0.25,1.0,0.25,0.0,1.0,0.0,1.0,0,0,0.0,1,0,0.3673,0.1,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,avoidance,obstacle,0.98,0.0
