method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
DK-ABS,UGV Street Patrol Parking,5000,5000,50.8817,28.6846,0.3538,0.6503,32.6584,15676.032,59.7042,0.8529,1.2313,0.1055,0.646,0.0,0.646,0.0453,0.0,0.0453,0.4265,0.5735,0.4796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5601,9.825,5.5724,0.5547,0.1,0.1097,0.763,0.0433,0.2876,0.0,0.0,0.5601,0.0,0.0,0.0,1.086,0.0,78380160,Chapter 2 Patrol Ablation,dkabs,patrol,42
DK-ABS w/o DK,UGV Street Patrol Parking,5000,5000,38.4621,21.6444,0.2874,0.5172,26.2852,12616.896,61.2396,0.8749,1.0604,0.0909,0.7126,0.0,0.7126,0.0775,0.0,0.0775,0.2928,0.7072,0.3353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5672,7.7156,4.7456,0.5447,0.1,0.0877,0.7436,0.0345,0.2733,0.0,0.0,0.5672,0.0,0.0,0.0,1.0334,0.0,63084480,Chapter 2 Patrol Ablation,dkabs_wo_dk,patrol,42
DK-ABS w/o OS,UGV Street Patrol Parking,5000,5000,42.5508,23.9872,0.2828,0.556,27.444,13173.12,61.251,0.875,1.2017,0.103,0.6492,0.068,0.7172,0.051,0.0037,0.0547,0.3586,0.6414,0.3965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6354,8.3806,5.4738,0.5547,0.1,0.1148,0.7596,0.0486,0.2918,0.0,0.0,0.6354,0.0,0.0,0.0,0.9792,0.0,65865600,Chapter 2 Patrol Ablation,dkabs_wo_os,patrol,42
