episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,-10.0,-5.1133,0,1,0.1667,17,8160,70,150,3.2876,153.2876,1,0.6863,0.0588,1,0,1,0.0588,0,0.0588,0,0.3529,0.6471,0.5294,6,9,17,1.6438,1.6438,5.7533,0.1176,1.0,0.0,0.0,0.0,0,0,0,2,0,0.5338,0.1,0.0588,0.5882,0.0588,0.1176,0,0,0,0,0,0,1.2057,0,enter_inner,obstacle,1,0
4,-10.0,-8.8534,0,0,0,4,1920,70,150,1.2077,151.2077,1,0,0,1,0,1,0.25,0,0.25,0,0.75,0.25,0.75,3,3,4,1.2077,1.2077,2.1134,0.25,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4903,0.1,0,0.5,0,0,0,0,0,0,0,0,0.5623,0,outer_patrol_a,road_edge,0.9997,0
5,4.9072,2.3937,0,2,0.3333,24,11520,70,150,4.3236,154.3236,1,0.9722,0.0833,1,0,1,0.0417,0,0.0417,0,0.5417,0.4583,0.75,13,18,24,1.4412,1.4412,7.5663,0.125,1.0,0.0,0.0,0.0,0,0,0.8333,6,5,0.5434,0.1,0.125,0.875,0.0417,0.25,0,0,0.8333,0,0,0,1.265,0,inner_patrol,obstacle,0.9993,0
6,-8.3131,-4.0552,0,1,0.1667,20,9600,70,150,2.8544,152.8544,1,0.5833,0.05,1,0,1,0.05,0,0.05,0,0.6,0.4,0.85,12,17,20,1.4272,1.4272,4.9952,0.1,1.0,0.0,0.0,0.0,0,0,0.3333,3,1,0.5622,0.1,0.1,0.65,0.1,0.15,0,0,0.3333,0,0,0,1.1359,0,enter_inner,obstacle,0.999,0
7,-10.0,-12.6781,0,0,0,3,1440,70,150,1.7818,151.7818,1,0,0,1,0,1,0.3333,0,0.3333,0,0,1,0.3333,0,1,3,1.7818,1.7818,3.1181,0.3333,1.0,0.0,0.0,0.0,0,0,0,1,0,0.524,0.1,0,0.3333,0,0.3333,0,0,0,0,0,0,0.6365,0,outer_patrol_a,road_edge,0.9987,0
8,-10.0,-6.4628,0,0,0,8,3840,70,150,1.6473,151.6473,1,0,0,1,0,1,0.125,0,0.125,0,0.125,0.875,0.125,1,1,8,1.6473,1.6473,2.8828,0.125,1.0,0.0,0.0,0.0,0,0,0.5,2,1,0.5065,0.1,0,0.625,0,0.25,0,0,0.5,0,0,0,0.3768,0,outer_patrol_a,road_edge,0.9983,0
9,4.7293,2.307,0,2,0.3333,23,11040,70,150,5.0132,155.0132,1,1.0145,0.087,1,0,1,0.0435,0,0.0435,0,0.4783,0.5217,0.6522,11,15,23,1.6711,1.6711,8.773,0.1304,1.0,0.0,0.0,0.0,0,0,0.75,4,3,0.5323,0.1,0.087,0.7391,0,0.1739,0,0,0.75,0,0,0,1.0243,0,inner_patrol,obstacle,0.998,0
10,-10.0,-10.8926,0,0,0,4,1920,70,150,1.5272,151.5272,1,0,0,1,0,1,0.25,0,0.25,0,0.5,0.5,0.75,2,3,4,1.5272,1.5272,2.6726,0.25,1.0,0.0,0.0,0.0,0,0,0,0,0,0.508,0.1,0,0.75,0,0,0,0,0,0,0,0,1.0397,0,outer_patrol_a,road_edge,0.9977,0
11,-3.8207,-1.8637,0,1,0.1667,15,7200,70,150,2.5621,152.5621,1,0.7778,0.0667,1,0,1,0.0667,0,0.0667,0,0.8,0.2,0.9333,12,14,15,1.2811,1.2811,4.4837,0.1333,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.5143,0.1,0.0667,0.5333,0,0.2,0,0,0.6667,0,0,0,0.8572,0,enter_inner,obstacle,0.9973,0
12,-0.55,-0.2683,0,3,0.5,36,17280,70,150,6.2847,156.2847,1,0.9722,0.0833,0,1,1,0,0.0278,0.0278,0,0.5,0.5,0.8611,18,31,36,1.5712,1.5712,10.9983,0.1111,1.0,0.0,0.0,0.0,0,0,0.5455,11,6,0.5748,0.1,0.1389,0.8611,0.0833,0.3056,0,0,0.5455,0,0,0,1.5256,0,return_outer,red_light,0.997,0
