episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,63.9923,31.2157,1,6.0,1.0,39,18720,39,136.7143,2.1769,138.8912,0.5571,1.7949,0.1538,0,0,0,0.0000,0.0,0.0000,0,0.8205,0.1795,0.8462,32,33,39,0.4354,0.4354,3.3743,0.1538,0.5,0.3333,0.1667,0.5,0,0,1.0,12,12,0.5455,0.1,0.1026,0.7436,0.0,0.3077,0.0,0.0,1.0,0.0,0.0,0.0,1.0114,0.0,completed,,0.98,0.0
4,-10.0,-5.5978,0,3.0,0.5,33,15840,70,150.0,1.9198,151.9198,1.0,1.0606,0.0909,0,0,0,0.0000,0.0,0.0000,0,0.697,0.303,0.8485,23,28,33,0.6399,0.6399,2.9758,0.1515,0.6,0.0,0.4,0.4,0,0,0.5,8,4,0.5856,0.1,0.1212,0.8788,0.0606,0.2424,0.0,0.0,0.5,0.0,0.0,0.0,0.673,0.0,return_outer,obstacle,0.98,0.0
5,60.2617,29.396,1,6.0,1.0,41,19680,41,137.5714,2.4852,140.0566,0.5857,1.7073,0.1463,1,0,1,0.0244,0.0,0.0244,0,0.8049,0.1951,0.8537,33,35,41,0.497,0.497,3.852,0.1463,0.5,0.1667,0.3333,0.5,0,0,0.8571,14,12,0.5575,0.1,0.0976,0.7073,0.0244,0.3415,0.0,0.0,0.8571,0.0,0.0,0.0,1.0114,0.0,completed,,0.98,0.0
6,4.0333,1.9675,0,3.0,0.5,25,12000,70,150.0,0.7487,150.7487,1.0,1.4,0.12,1,0,1,0.0400,0.0,0.0400,0,0.84,0.16,0.88,21,22,25,0.2496,0.2496,1.1605,0.12,0.3333,0.3333,0.3333,0.6667,0,0,0.7,10,7,0.5529,0.1,0.12,0.8,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0986,0.0,return_outer,obstacle,0.98,0.0
7,65.8231,32.1088,1,6.0,1.0,40,19200,40,137.1429,0.6769,137.8197,0.5714,1.75,0.15,0,0,0,0.0000,0.0,0.0000,0,0.8,0.2,0.825,32,33,40,0.1354,0.1354,1.0492,0.175,0.1429,0.4286,0.4286,0.8571,0,0,0.7,10,7,0.5609,0.1,0.125,0.775,0.05,0.25,0.0,0.0,0.7,0.0,0.0,0.0,1.0042,0.0,completed,,0.98,0.0
8,44.8614,21.8836,1,6.0,1.0,50,24000,50,141.4286,3.4428,144.8714,0.7143,1.4,0.12,1,0,1,0.0200,0.0,0.0200,0,0.72,0.28,0.82,36,41,50,0.6886,0.6886,5.3364,0.18,0.5556,0.3333,0.1111,0.4444,0,0,0.5238,21,11,0.6039,0.1,0.24,0.76,0.14,0.42,0.0,0.0,0.5238,0.0,0.0,0.0,0.9369,0.0,completed,,0.98,0.0
9,49.7249,24.256,1,6.0,1.0,44,21120,44,138.8571,4.6993,143.5565,0.6286,1.5909,0.1364,0,0,0,0.0000,0.0,0.0000,0,0.7273,0.2727,0.8182,32,36,44,0.9399,0.9399,7.284,0.1818,0.75,0.25,0.0,0.25,0,0,0.8667,15,13,0.5717,0.1,0.1591,0.9091,0.0682,0.3409,0.0,0.0,0.8667,0.0,0.0,0.0,0.5623,0.0,completed,,0.98,0.0
10,15.0446,7.3388,0,5.0,0.8333,45,21600,70,150.0,0.8459,150.8459,1.0,1.2963,0.1111,1,0,1,0.0222,0.0,0.0222,0,0.7556,0.2444,0.8889,34,40,45,0.1692,0.1692,1.3112,0.1111,0.2,0.2,0.6,0.8,0,0,0.5556,9,5,0.56,0.1,0.0889,0.7778,0.0444,0.2,0.0,0.0,0.5556,0.0,0.0,0.0,0.9503,0.0,final_park,wall,0.98,0.0
11,70.0874,34.189,1,6.0,1.0,38,18240,38,136.2857,0.6961,136.9819,0.5429,1.8421,0.1579,0,0,0,0.0000,0.0,0.0000,0,0.8158,0.1842,0.8684,31,33,38,0.1392,0.1392,1.079,0.1316,0.2,0.2,0.6,0.8,0,0,0.7857,14,11,0.5549,0.1,0.0263,0.8421,0.0263,0.3684,0.0,0.0,0.7857,0.0,0.0,0.0,0.9503,0.0,completed,,0.98,0.0
12,-10.0,-7.24,0,1.0,0.1667,18,8640,70,150.0,0.0,150.0,1.0,0.6481,0.0556,0,0,0,0.0000,0.0,0.0000,0,0.7778,0.2222,0.9444,14,17,18,0.0,0.0,0.0,0.0556,0.0,1.0,0.0,1.0,0,0,0.25,4,1,0.5321,0.1,0.0556,0.6111,0.0556,0.2222,0.0,0.0,0.25,0.0,0.0,0.0,-0.0,0.0,enter_inner,obstacle,0.98,0.0
