episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,-8.2104,-4.0051,0,0,0,12,5760,70,150,1.2372,151.2372,1,0,0,1,0,1,0.0833,0,0.0833,0,0.3333,0.6667,0.5,4,6,12,1.2372,1.2372,2.1651,0.0833,1.0,0.0,0.0,0.0,0,0,0.75,4,3,0.517,0.1,0,0.75,0,0.3333,0,0,0.75,0,0,0,1.0114,0,outer_patrol_a,road_edge,1,0
4,-10.0,-9.2052,0,0,0,12,5760,70,150,1.6715,151.6715,1,0,0,1,0,1,0.0833,0,0.0833,0,0.0833,0.9167,0.5,1,6,12,1.6715,1.6715,2.9252,0.0833,1.0,0.0,0.0,0.0,0,0,1,1,1,0.4899,0.1,0,0.4167,0,0.0833,0,0,1,0,0,0,0.9184,0,outer_patrol_a,road_edge,0.9999,0
5,-10.0,-5.1482,0,0,0,15,7200,70,150,1.2733,151.2733,1,0,0,1,0,1,0.0667,0,0.0667,0,0.2667,0.7333,0.6,4,9,15,1.2733,1.2733,2.2282,0.0667,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.4967,0.1,0,0.8,0,0.2,0,0,0.6667,0,0,0,1.0852,0,outer_patrol_a,road_edge,0.9997,0
6,-10.0,-10.5046,0,0,0,10,4800,70,150,1.3855,151.3855,1,0,0,1,0,1,0.1,0,0.1,0,0.1,0.9,0.6,1,6,10,1.3855,1.3855,2.4246,0.1,1.0,0.0,0.0,0.0,0,0,0,3,0,0.5167,0.1,0,0.9,0,0.3,0,0,0,0,0,0,0.9433,0,outer_patrol_a,road_edge,0.9996,0
7,-10.0,-12.795,0,0,0,6,2880,70,150,1.3572,151.3572,1,0,0,1,0,1,0.1667,0,0.1667,0,0.1667,0.8333,0.8333,1,5,6,1.3572,1.3572,2.375,0.1667,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4766,0.1,0,0.8333,0,0,0,0,0,0,0,0,0.8676,0,outer_patrol_a,road_edge,0.9995,0
8,-10.0,-13.1475,0,0,0,2,960,70,150,1.5357,151.5357,1,0,0,1,0,1,0.5,0,0.5,0,0,1,0.5,0,1,2,1.5357,1.5357,2.6875,0.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4964,0.1,0,0,0,0,0,0,0,0,0,0,0.6931,0,outer_patrol_a,road_edge,0.9993,0
9,-3.6097,-1.7608,0,2,0.3333,17,8160,70,150,4.4691,154.4691,1,1.3725,0.1176,1,0,1,0.0588,0,0.0588,0,0.4118,0.5882,0.5882,7,10,17,1.4897,1.4897,7.8208,0.1765,1.0,0.0,0.0,0.0,0,0,1,2,2,0.503,0.1,0.0588,0.4706,0,0.1176,0,0,1,0,0,0,1.1874,0,inner_patrol,obstacle,0.9992,0
10,-10.0,-5.1031,0,0,0,10,4800,70,150,1.4304,151.4304,1,0,0,1,0,1,0.1,0,0.1,0,0.3,0.7,0.4,3,4,10,1.4304,1.4304,2.5031,0.1,1.0,0.0,0.0,0.0,0,0,1,1,1,0.5145,0.1,0,0.6,0,0.1,0,0,1,0,0,0,0.8979,0,outer_patrol_a,road_edge,0.999,0
11,-10.0,-5.6011,0,0,0,12,5760,70,150,1.6806,151.6806,1,0,0,1,0,1,0.0833,0,0.0833,0,0.5,0.5,0.75,6,9,12,1.6806,1.6806,2.9411,0.0833,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.5221,0.1,0,0.5,0,0.25,0,0,0.6667,0,0,0,1.0397,0,outer_patrol_a,road_edge,0.9988,0
12,-10.0,-11.5098,0,0,0,2,960,70,150,1.4456,151.4456,1,0,0,1,0,1,0.5,0,0.5,0,0.5,0.5,0.5,1,1,2,1.4456,1.4456,2.5298,0.5,1.0,0.0,0.0,0.0,0,0,1,1,1,0.5276,0.1,0,1,0,0.5,0,0,1,0,0,0,0.6931,0,outer_patrol_a,road_edge,0.9987,0
