method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
DK-ABS,UGV Complex Road Passage,4000,4000,69.5184,122.1624,0.645,0.7613,12.8712,4118.8,38.354,0.4794,4.4403,0.333,0.355,0.0,0.355,0.0658,0.0,0.0658,0.5191,0.4809,0.6653,1.8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277,4.4078,2.3142,0.4764,0.1,0.2674,0.4442,0.054,0.3207,0.0,0.0,0.5277,0.0,0.0,0.0,1.5599,0.0,16475200,Chapter 2 Road Ablation,dkabs,road,42
DK-ABS w/o DK,UGV Complex Road Passage,4000,4000,65.2401,112.2021,0.5737,0.7138,12.747,4079.04,43.2665,0.5408,4.1749,0.3131,0.4263,0.0,0.4263,0.0742,0.0,0.0742,0.4216,0.5784,0.5954,1.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5009,4.3167,2.2252,0.474,0.1,0.2712,0.4328,0.0492,0.3195,0.0,0.0,0.5009,0.0,0.0,0.0,1.4982,0.0,16316160,Chapter 2 Road Ablation,dkabs_wo_dk,road,42
DK-ABS w/o OS,UGV Complex Road Passage,4000,4000,57.3806,96.3547,0.4718,0.6252,10.3978,3327.28,49.0573,0.6132,4.3472,0.326,0.5098,0.0185,0.5282,0.1052,0.0017,0.1069,0.5017,0.4983,0.5431,1.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4922,3.5438,1.9123,0.4573,0.1,0.2663,0.4077,0.0508,0.3123,0.0,0.0,0.4922,0.0,0.0,0.0,1.3674,0.0,13309120,Chapter 2 Road Ablation,dkabs_wo_os,road,42
DK-ABS,UGV Complex Road Passage,4000,4000,69.8855,123.434,0.6615,0.7684,13.1105,4195.36,37.4588,0.4682,4.417,0.3313,0.3385,0.0,0.3385,0.0638,0.0,0.0638,0.5247,0.4753,0.6767,1.8525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5196,4.5423,2.333,0.4812,0.1,0.2721,0.4485,0.0524,0.3247,0.0,0.0,0.5196,0.0,0.0,0.0,1.5645,0.0,16781440,Chapter 2 Road Ablation,dkabs,road,43
DK-ABS w/o DK,UGV Complex Road Passage,4000,4000,67.3281,116.8839,0.6085,0.7378,12.8778,4120.88,40.9245,0.5116,4.2957,0.3222,0.3915,0.0,0.3915,0.0688,0.0,0.0688,0.4527,0.5473,0.624,1.7235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5223,4.3555,2.3127,0.4753,0.1,0.27,0.4365,0.0505,0.3192,0.0,0.0,0.5223,0.0,0.0,0.0,1.5258,0.0,16483520,Chapter 2 Road Ablation,dkabs_wo_dk,road,43
DK-ABS w/o OS,UGV Complex Road Passage,4000,4000,58.7782,99.5087,0.4995,0.644,10.5947,3390.32,47.2953,0.5912,4.4051,0.3304,0.4835,0.017,0.5005,0.1028,0.0016,0.1043,0.525,0.475,0.5672,1.6798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4958,3.6085,1.9347,0.4603,0.1,0.2667,0.4126,0.0535,0.3122,0.0,0.0,0.4958,0.0,0.0,0.0,1.3901,0.0,13561280,Chapter 2 Road Ablation,dkabs_wo_os,road,43
DK-ABS,UGV Complex Road Passage,4000,4000,71.5385,126.46,0.6735,0.7833,13.1598,4211.12,36.564,0.4571,4.508,0.3381,0.3265,0.0,0.3265,0.0596,0.0,0.0596,0.5385,0.4615,0.6915,1.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385,4.5267,2.3923,0.4796,0.1,0.2669,0.4507,0.0566,0.3219,0.0,0.0,0.5385,0.0,0.0,0.0,1.5883,0.0,16844480,Chapter 2 Road Ablation,dkabs,road,44
DK-ABS w/o DK,UGV Complex Road Passage,4000,4000,65.6198,113.2581,0.5855,0.7197,12.7945,4094.24,42.4835,0.531,4.1913,0.3143,0.4145,0.0,0.4145,0.073,0.0,0.073,0.4296,0.5704,0.6053,1.5773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5077,4.2683,2.23,0.4723,0.1,0.2674,0.4323,0.0487,0.3144,0.0,0.0,0.5077,0.0,0.0,0.0,1.5032,0.0,16376960,Chapter 2 Road Ablation,dkabs_wo_dk,road,44
DK-ABS w/o OS,UGV Complex Road Passage,4000,4000,57.5897,96.8879,0.4795,0.6291,10.3885,3324.32,48.5643,0.6071,4.3842,0.3288,0.5025,0.018,0.5205,0.1045,0.0017,0.1062,0.5105,0.4895,0.5492,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014,3.5535,1.9078,0.4605,0.1,0.2693,0.412,0.0516,0.3144,0.0,0.0,0.5014,0.0,0.0,0.0,1.364,0.0,13297280,Chapter 2 Road Ablation,dkabs_wo_os,road,44
