suite,method_key,method,scenario,scenario_key,seed_count,episodes_mean,episodes_std,episodes_min,episodes_max,summary_window_mean,summary_window_std,summary_window_min,summary_window_max,avg_score_all_mean,avg_score_all_std,avg_score_all_min,avg_score_all_max,avg_reward_all_mean,avg_reward_all_std,avg_reward_all_min,avg_reward_all_max,avg_success_all_mean,avg_success_all_std,avg_success_all_min,avg_success_all_max,avg_stage_ratio_all_mean,avg_stage_ratio_all_std,avg_stage_ratio_all_min,avg_stage_ratio_all_max,avg_steps_all_mean,avg_steps_all_std,avg_steps_all_min,avg_steps_all_max,avg_equivalent_env_steps_all_mean,avg_equivalent_env_steps_all_std,avg_equivalent_env_steps_all_min,avg_equivalent_env_steps_all_max,avg_completion_time_steps_all_mean,avg_completion_time_steps_all_std,avg_completion_time_steps_all_min,avg_completion_time_steps_all_max,avg_normalized_completion_time_all_mean,avg_normalized_completion_time_all_std,avg_normalized_completion_time_all_min,avg_normalized_completion_time_all_max,avg_route_efficiency_all_mean,avg_route_efficiency_all_std,avg_route_efficiency_all_min,avg_route_efficiency_all_max,avg_progress_per_step_all_mean,avg_progress_per_step_all_std,avg_progress_per_step_all_min,avg_progress_per_step_all_max,avg_collisions_all_mean,avg_collisions_all_std,avg_collisions_all_min,avg_collisions_all_max,avg_violations_all_mean,avg_violations_all_std,avg_violations_all_min,avg_violations_all_max,avg_unsafe_rate_all_mean,avg_unsafe_rate_all_std,avg_unsafe_rate_all_min,avg_unsafe_rate_all_max,avg_collision_rate_all_mean,avg_collision_rate_all_std,avg_collision_rate_all_min,avg_collision_rate_all_max,avg_violation_rate_all_mean,avg_violation_rate_all_std,avg_violation_rate_all_min,avg_violation_rate_all_max,avg_unsafe_event_rate_all_mean,avg_unsafe_event_rate_all_std,avg_unsafe_event_rate_all_min,avg_unsafe_event_rate_all_max,avg_planner_accuracy_all_mean,avg_planner_accuracy_all_std,avg_planner_accuracy_all_min,avg_planner_accuracy_all_max,avg_planner_miss_ratio_all_mean,avg_planner_miss_ratio_all_std,avg_planner_miss_ratio_all_min,avg_planner_miss_ratio_all_max,avg_planner_legal_ratio_all_mean,avg_planner_legal_ratio_all_std,avg_planner_legal_ratio_all_min,avg_planner_legal_ratio_all_max,avg_target_hits_all_mean,avg_target_hits_all_std,avg_target_hits_all_min,avg_target_hits_all_max,avg_wait_time_all_mean,avg_wait_time_all_std,avg_wait_time_all_min,avg_wait_time_all_max,avg_stage_latency_seconds_all_mean,avg_stage_latency_seconds_all_std,avg_stage_latency_seconds_all_min,avg_stage_latency_seconds_all_max,avg_latency_penalty_all_mean,avg_latency_penalty_all_std,avg_latency_penalty_all_min,avg_latency_penalty_all_max,avg_idle_ratio_all_mean,avg_idle_ratio_all_std,avg_idle_ratio_all_min,avg_idle_ratio_all_max,avg_wait_ratio_all_mean,avg_wait_ratio_all_std,avg_wait_ratio_all_min,avg_wait_ratio_all_max,avg_follow_ratio_all_mean,avg_follow_ratio_all_std,avg_follow_ratio_all_min,avg_follow_ratio_all_max,avg_select_ratio_all_mean,avg_select_ratio_all_std,avg_select_ratio_all_min,avg_select_ratio_all_max,avg_compensation_utilization_all_mean,avg_compensation_utilization_all_std,avg_compensation_utilization_all_min,avg_compensation_utilization_all_max,avg_safety_saved_all_mean,avg_safety_saved_all_std,avg_safety_saved_all_min,avg_safety_saved_all_max,avg_safety_interventions_all_mean,avg_safety_interventions_all_std,avg_safety_interventions_all_min,avg_safety_interventions_all_max,avg_safety_success_rate_all_mean,avg_safety_success_rate_all_std,avg_safety_success_rate_all_min,avg_safety_success_rate_all_max,avg_critical_events_all_mean,avg_critical_events_all_std,avg_critical_events_all_min,avg_critical_events_all_max,avg_critical_safe_all_mean,avg_critical_safe_all_std,avg_critical_safe_all_min,avg_critical_safe_all_max,avg_risk_exposure_all_mean,avg_risk_exposure_all_std,avg_risk_exposure_all_min,avg_risk_exposure_all_max,avg_observed_risk_all_mean,avg_observed_risk_all_std,avg_observed_risk_all_min,avg_observed_risk_all_max,avg_high_risk_step_ratio_all_mean,avg_high_risk_step_ratio_all_std,avg_high_risk_step_ratio_all_min,avg_high_risk_step_ratio_all_max,avg_hazard_step_ratio_all_mean,avg_hazard_step_ratio_all_std,avg_hazard_step_ratio_all_min,avg_hazard_step_ratio_all_max,avg_red_light_exposure_ratio_all_mean,avg_red_light_exposure_ratio_all_std,avg_red_light_exposure_ratio_all_min,avg_red_light_exposure_ratio_all_max,avg_critical_event_rate_all_mean,avg_critical_event_rate_all_std,avg_critical_event_rate_all_min,avg_critical_event_rate_all_max,avg_intervention_rate_all_mean,avg_intervention_rate_all_std,avg_intervention_rate_all_min,avg_intervention_rate_all_max,avg_safety_precision_all_mean,avg_safety_precision_all_std,avg_safety_precision_all_min,avg_safety_precision_all_max,avg_safety_recall_all_mean,avg_safety_recall_all_std,avg_safety_recall_all_min,avg_safety_recall_all_max,avg_stop_ratio_all_mean,avg_stop_ratio_all_std,avg_stop_ratio_all_min,avg_stop_ratio_all_max,avg_steer_left_ratio_all_mean,avg_steer_left_ratio_all_std,avg_steer_left_ratio_all_min,avg_steer_left_ratio_all_max,avg_steer_right_ratio_all_mean,avg_steer_right_ratio_all_std,avg_steer_right_ratio_all_min,avg_steer_right_ratio_all_max,avg_behavior_entropy_all_mean,avg_behavior_entropy_all_std,avg_behavior_entropy_all_min,avg_behavior_entropy_all_max,avg_safety_entropy_all_mean,avg_safety_entropy_all_std,avg_safety_entropy_all_min,avg_safety_entropy_all_max,total_equivalent_env_steps_mean,total_equivalent_env_steps_std,total_equivalent_env_steps_min,total_equivalent_env_steps_max
Chapter 2 Road Ablation,dkabs,DK-ABS,UGV Complex Road Passage,road,3,4000.0,0.0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,70.3141,1.0761,69.5184,71.5385,124.0188,2.2077,122.1624,126.46,0.66,0.0143,0.645,0.6735,0.771,0.0112,0.7613,0.7833,13.0472,0.1544,12.8712,13.1598,4175.0933,49.3842,4118.8,4211.12,37.4589,0.895,36.564,38.354,0.4682,0.0112,0.4571,0.4794,4.4551,0.0473,4.417,4.508,0.3341,0.0035,0.3313,0.3381,0.34,0.0143,0.3265,0.355,0.0,0.0,0.0,0.0,0.34,0.0143,0.3265,0.355,0.0631,0.0032,0.0596,0.0658,0.0,0.0,0.0,0.0,0.0631,0.0032,0.0596,0.0658,0.5274,0.01,0.5191,0.5385,0.4726,0.01,0.4615,0.4809,0.6778,0.0131,0.6653,0.6915,1.8423,0.0378,1.8005,1.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286,0.0095,0.5196,0.5385,4.4923,0.0736,4.4078,4.5423,2.3465,0.0408,2.3142,2.3923,0.4791,0.0024,0.4764,0.4812,0.1,0.0,0.1,0.1,0.2688,0.0029,0.2669,0.2721,0.4478,0.0033,0.4442,0.4507,0.0543,0.0021,0.0524,0.0566,0.3224,0.0021,0.3207,0.3247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286,0.0095,0.5196,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5709,0.0152,1.5599,1.5883,0.0,0.0,0.0,0.0,16700373.3333,197536.7888,16475200.0,16844480.0
Chapter 2 Road Ablation,dkabs_wo_dk,DK-ABS w/o DK,UGV Complex Road Passage,road,3,4000.0,0.0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,66.0627,1.1122,65.2401,67.3281,114.1147,2.4556,112.2021,116.8839,0.5892,0.0177,0.5737,0.6085,0.7238,0.0125,0.7138,0.7378,12.8064,0.0662,12.747,12.8778,4098.0533,21.1791,4079.04,4120.88,42.2248,1.1922,40.9245,43.2665,0.5278,0.0149,0.5116,0.5408,4.2206,0.0655,4.1749,4.2957,0.3165,0.0049,0.3131,0.3222,0.4108,0.0177,0.3915,0.4263,0.0,0.0,0.0,0.0,0.4108,0.0177,0.3915,0.4263,0.072,0.0028,0.0688,0.0742,0.0,0.0,0.0,0.0,0.072,0.0028,0.0688,0.0742,0.4346,0.0161,0.4216,0.4527,0.5654,0.0161,0.5473,0.5784,0.6082,0.0145,0.5954,0.624,1.6309,0.0805,1.5773,1.7235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103,0.0109,0.5009,0.5223,4.3135,0.0437,4.2683,4.3555,2.256,0.0492,2.2252,2.3127,0.4739,0.0015,0.4723,0.4753,0.1,0.0,0.1,0.1,0.2695,0.0019,0.2674,0.2712,0.4339,0.0023,0.4323,0.4365,0.0495,0.0009,0.0487,0.0505,0.3177,0.0029,0.3144,0.3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103,0.0109,0.5009,0.5223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5091,0.0147,1.4982,1.5258,0.0,0.0,0.0,0.0,16392213.3333,84716.2354,16316160.0,16483520.0
Chapter 2 Road Ablation,dkabs_wo_os,DK-ABS w/o OS,UGV Complex Road Passage,road,3,4000.0,0.0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,57.9162,0.7538,57.3806,58.7782,97.5838,1.6882,96.3547,99.5087,0.4836,0.0143,0.4718,0.4995,0.6328,0.0099,0.6252,0.644,10.4603,0.1165,10.3885,10.5947,3347.3067,37.28,3324.32,3390.32,48.3056,0.909,47.2953,49.0573,0.6038,0.0114,0.5912,0.6132,4.3788,0.0293,4.3472,4.4051,0.3284,0.0022,0.326,0.3304,0.4986,0.0136,0.4835,0.5098,0.0178,0.0008,0.017,0.0185,0.5164,0.0143,0.5005,0.5282,0.1042,0.0012,0.1028,0.1052,0.0017,0.0001,0.0016,0.0017,0.1058,0.0013,0.1043,0.1069,0.5124,0.0118,0.5017,0.525,0.4876,0.0118,0.475,0.4983,0.5532,0.0125,0.5431,0.5672,1.6608,0.0165,1.65,1.6798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4965,0.0046,0.4922,0.5014,3.5686,0.0349,3.5438,3.6085,1.9183,0.0144,1.9078,1.9347,0.4594,0.0018,0.4573,0.4605,0.1,0.0,0.1,0.1,0.2674,0.0016,0.2663,0.2693,0.4108,0.0027,0.4077,0.4126,0.052,0.0014,0.0508,0.0535,0.313,0.0012,0.3122,0.3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4965,0.0046,0.4922,0.5014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3738,0.0142,1.364,1.3901,0.0,0.0,0.0,0.0,13389226.6667,149120.1144,13297280.0,13561280.0
