episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
1,81.7468,39.8765,1,5.74,0.9573,36,17280,36,135.4286,0.0,135.4286,0.5143,1.9444,0.1667,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,36,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9167,12,11,0.5598,0.1,0.0833,0.7778,0.0278,0.3333,0.0,0.0,0.9167,0.0,0.0,0.0,1.0864,0.0,completed,,0.0,0.0
2,82.4913,40.2397,1,5.86,0.976,43,20640,43,138.4286,0.0,138.4286,0.6143,1.6279,0.1395,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,43,43,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5263,19,10,0.6074,0.1,0.2326,0.7209,0.1395,0.4419,0.0,0.0,0.5263,0.0,0.0,0.0,1.3216,0.0,completed,,0.0,0.0
3,79.3777,38.7208,1,5.92,0.9864,40,19200,40,137.1429,0.0,137.1429,0.5714,1.75,0.15,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,40,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6667,12,8,0.5489,0.1,0.05,0.7,0.0,0.3,0.0,0.0,0.6667,0.0,0.0,0.0,1.1727,0.0,completed,,0.0,0.0
4,83.49,40.7268,0,5.55,0.9255,47,22560,47,140.1429,0.0,140.1429,0.6714,1.4894,0.1277,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,47,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3125,16,5,0.6066,0.1,0.1915,0.7447,0.1489,0.3404,0.0,0.0,0.3125,0.0,0.0,0.0,1.4123,0.0,completed,,0.0,0.0
5,80.1241,39.0849,0,4.9,0.816,40,19200,40,137.1429,0.0,137.1429,0.5714,1.75,0.15,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,40,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4545,11,5,0.6065,0.1,0.175,0.85,0.15,0.275,0.0,0.0,0.4545,0.0,0.0,0.0,1.1727,0.0,completed,,0.0,0.0
6,83.0939,40.5336,0,5.73,0.9557,39,18720,39,136.7143,0.0,136.7143,0.5571,1.7949,0.1538,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,39,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6429,14,9,0.599,0.1,0.2051,0.8205,0.1282,0.359,0.0,0.0,0.6429,0.0,0.0,0.0,1.1522,0.0,completed,,0.0,0.0
7,80.6445,39.3388,1,5.39,0.8988,35,16800,35,135.0,0.0,135.0,0.5,2.0,0.1714,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,35,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,8,8,0.5334,0.1,0.0,0.7143,0.0,0.2286,0.0,0.0,1.0,0.0,0.0,0.0,0.9869,0.0,completed,,0.0,0.0
8,82.8732,40.4259,0,4.91,0.8176,39,18720,39,136.7143,0.0,136.7143,0.5571,1.7949,0.1538,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,39,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6923,13,9,0.5662,0.1,0.1538,0.7949,0.0256,0.3333,0.0,0.0,0.6923,0.0,0.0,0.0,1.2385,0.0,completed,,0.0,0.0
9,79.2834,38.6748,1,5.63,0.9382,36,17280,36,135.4286,0.0,135.4286,0.5143,1.9444,0.1667,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,36,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8182,11,9,0.5506,0.1,0.0833,0.8889,0.0278,0.3056,0.0,0.0,0.8182,0.0,0.0,0.0,1.0864,0.0,completed,,0.0,0.0
10,80.5859,39.3102,1,5.57,0.928,40,19200,40,137.1429,0.0,137.1429,0.5714,1.75,0.15,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,40,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1429,7,1,0.5765,0.1,0.15,0.8,0.1,0.175,0.0,0.0,0.1429,0.0,0.0,0.0,1.2403,0.0,completed,,0.0,0.0
11,80.7888,39.4092,0,5.66,0.9432,36,17280,36,135.4286,0.0,135.4286,0.5143,1.9444,0.1667,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,36,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6667,6,4,0.5314,0.1,0.0556,0.8611,0.0,0.1667,0.0,0.0,0.6667,0.0,0.0,0.0,1.0479,0.0,completed,,0.0,0.0
12,84.542,41.24,1,5.56,0.9262,44,21120,44,138.8571,0.0,138.8571,0.6286,1.5909,0.1364,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,44,44,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,18,9,0.6191,0.1,0.25,0.7045,0.1591,0.4091,0.0,0.0,0.5,0.0,0.0,0.0,1.3566,0.0,completed,,0.0,0.0
13,75.0366,36.6032,1,5.63,0.9377,42,20160,42,138.0,0.0,138.0,0.6,1.6667,0.1429,1,0,1,0.0238,0.0,0.0238,0,1.0,0.0,1.0,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4615,13,6,0.6032,0.1,0.2143,0.7143,0.1429,0.3095,0.0,0.0,0.4615,0.0,0.0,0.0,1.3083,0.0,completed,,0.0,0.0
