method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_nominal_completion_time_seconds_all,avg_latency_time_seconds_all,avg_completion_time_seconds_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
LACM w/o SELECT,UGV Complex Road Passage,4000,4000,69.8315,121.7965,0.6515,0.7679,13.3857,4283.44,38.4117,104.4044,1.2619,105.6663,0.4801,4.3235,0.3243,0.3485,0.0,0.3485,0.0692,0.0,0.0692,0.5255,0.4745,0.5581,2.233,0.3596,0.3596,2.019,0.4469,0.2882,0.6698,0.0,0.6698,0.0,0.0,0.6077,5.0055,3.04,0.499,0.1,0.2933,0.4798,0.0596,0.3488,0.0,0.0,0.6077,0.0,0.0,0.0,0.3848,0.0,17133760,Chapter 3 Road Ablation,lacm_wo_select,road,42
LACM w/o FOLLOW,UGV Complex Road Passage,4000,4000,69.5107,121.1697,0.6432,0.7653,13.277,4248.64,38.8573,104.5715,1.3003,105.8718,0.4857,4.346,0.3259,0.3568,0.0,0.3568,0.0687,0.0,0.0687,0.5321,0.4679,0.5619,2.0473,0.3631,0.3631,2.0805,0.4489,0.2898,0.0,0.6727,0.6727,0.0,0.0,0.6229,4.965,3.137,0.4992,0.1,0.2937,0.4785,0.0598,0.3516,0.0,0.0,0.6229,0.0,0.0,0.0,0.3877,0.0,16994560,Chapter 3 Road Ablation,lacm_wo_follow,road,42
LACM,UGV Complex Road Passage,4000,4000,70.0596,122.6962,0.6455,0.7671,12.8308,4105.84,38.3485,104.3807,0.8458,105.2265,0.4794,4.4923,0.3369,0.3545,0.0,0.3545,0.0706,0.0,0.0706,0.5227,0.4773,0.5574,2.2128,0.2372,0.2372,1.3533,0.4501,0.1933,0.5644,0.2003,0.7647,0.0,0.0,0.6026,4.7307,2.828,0.493,0.1,0.2867,0.4687,0.0584,0.3428,0.0,0.0,0.6026,0.0,0.0,0.0,0.5912,0.0,16423360,Chapter 3 Road Ablation,lacm,road,42
LACM w/o SELECT,UGV Complex Road Passage,4000,4000,70.0288,121.8841,0.6458,0.7675,13.4213,4294.8,38.7625,104.5359,1.2647,105.8006,0.4845,4.3159,0.3237,0.3543,0.0,0.3543,0.069,0.0,0.069,0.5214,0.4786,0.5593,2.251,0.3577,0.3577,2.0235,0.4467,0.2832,0.6743,0.0,0.6743,0.0,0.0,0.6085,5.0345,3.0595,0.4991,0.1,0.2924,0.4773,0.0604,0.3498,0.0,0.0,0.6085,0.0,0.0,0.0,0.3864,0.0,17179200,Chapter 3 Road Ablation,lacm_wo_select,road,43
LACM w/o FOLLOW,UGV Complex Road Passage,4000,4000,69.1678,120.6654,0.6468,0.7647,13.2598,4243.12,38.6572,104.4965,1.3208,105.8172,0.4832,4.3452,0.3259,0.3533,0.0,0.3533,0.0694,0.0,0.0694,0.5368,0.4632,0.564,2.0183,0.3672,0.3672,2.1132,0.4476,0.2968,0.0,0.6665,0.6665,0.0,0.0,0.6222,4.9117,3.1045,0.4984,0.1,0.2923,0.4761,0.0578,0.3486,0.0,0.0,0.6222,0.0,0.0,0.0,0.3964,0.0,16972480,Chapter 3 Road Ablation,lacm_wo_follow,road,43
LACM,UGV Complex Road Passage,4000,4000,69.7309,122.0343,0.642,0.764,12.763,4084.16,38.5528,104.4573,0.8395,105.2968,0.4819,4.4905,0.3368,0.358,0.0,0.358,0.0711,0.0,0.0711,0.5219,0.4781,0.5566,2.188,0.2364,0.2364,1.3432,0.4519,0.1938,0.5682,0.1955,0.7637,0.0,0.0,0.6064,4.7105,2.8355,0.4928,0.1,0.2871,0.4694,0.056,0.3435,0.0,0.0,0.6064,0.0,0.0,0.0,0.5835,0.0,16336640,Chapter 3 Road Ablation,lacm,road,43
LACM w/o SELECT,UGV Complex Road Passage,4000,4000,70.3711,122.6604,0.6522,0.7719,13.4195,4294.24,38.3185,104.3694,1.2591,105.6286,0.479,4.3552,0.3266,0.3478,0.0,0.3478,0.0671,0.0,0.0671,0.5249,0.4751,0.5566,2.2572,0.3532,0.3532,2.0146,0.4483,0.2847,0.6755,0.0,0.6755,0.0,0.0,0.6183,4.9938,3.0598,0.4987,0.1,0.2906,0.4788,0.0594,0.3477,0.0,0.0,0.6183,0.0,0.0,0.0,0.3883,0.0,17176960,Chapter 3 Road Ablation,lacm_wo_select,road,44
LACM w/o FOLLOW,UGV Complex Road Passage,4000,4000,69.6388,121.2292,0.6452,0.767,13.258,4242.56,38.6927,104.5098,1.3064,105.8161,0.4837,4.365,0.3274,0.3548,0.0,0.3548,0.0686,0.0,0.0686,0.533,0.467,0.5619,2.0442,0.361,0.361,2.0902,0.4506,0.2937,0.0,0.6695,0.6695,0.0,0.0,0.6249,4.8907,3.1065,0.4982,0.1,0.2907,0.4764,0.057,0.3478,0.0,0.0,0.6249,0.0,0.0,0.0,0.3963,0.0,16970240,Chapter 3 Road Ablation,lacm_wo_follow,road,44
LACM,UGV Complex Road Passage,4000,4000,71.2262,124.8305,0.6575,0.7779,12.8375,4108.0,37.4635,104.0488,0.8211,104.8699,0.4683,4.5721,0.3429,0.3425,0.0,0.3425,0.0675,0.0,0.0675,0.5178,0.4822,0.5509,2.25,0.2268,0.2268,1.3138,0.4563,0.1885,0.5759,0.1954,0.7713,0.0,0.0,0.6181,4.6807,2.859,0.4929,0.1,0.2837,0.4682,0.0573,0.34,0.0,0.0,0.6181,0.0,0.0,0.0,0.5794,0.0,16432000,Chapter 3 Road Ablation,lacm,road,44
