method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
EFSR,UGV Complex Road Passage,4000,4000,70.6456,123.0315,0.6552,0.7715,12.017,3845.44,37.0165,0.4627,4.7885,0.3591,0.3448,0.0,0.3448,0.0744,0.0,0.0744,0.5193,0.4807,0.5466,2.257,0.2495,1.4293,3.8462,0.4576,0.0936,0.3674,0.539,0.9064,2.365,5.0358,0.5149,4.3018,2.1905,0.4816,0.1,0.2753,0.4545,0.0572,0.3303,0.3747,0.4069,0.5149,0.1767,0.0997,0.0983,0.774,0.8657,15381760,Chapter 4 Road Ablation,efsr,road,42
EFSR w/o EF,UGV Complex Road Passage,4000,4000,58.5321,95.8038,0.4505,0.6391,10.7575,3442.4,50.539,0.6317,4.2821,0.3211,0.5495,0.0,0.5495,0.1086,0.0,0.1086,0.5415,0.4585,0.5765,1.7862,0.2941,1.4197,3.2829,0.4308,0.0939,0.5059,0.4002,0.9061,1.5737,3.6325,0.3603,3.8933,1.497,0.4736,0.1,0.2879,0.4292,0.0494,0.3323,0.2915,0.3259,0.3603,0.1367,0.0811,0.0737,0.8071,0.7025,13769600,Chapter 4 Road Ablation,efsr_wo_ef,road,42
EFSR w/o RV,UGV Complex Road Passage,4000,4000,48.9809,75.8221,0.3028,0.5304,9.1585,2930.72,60.0823,0.751,4.0336,0.3025,0.6633,0.0,0.6633,0.1477,0.0,0.1477,0.5799,0.4201,0.6121,1.5388,0.2146,1.3742,2.7801,0.3944,0.0661,0.537,0.3969,0.9339,0.1207,0.748,0.0386,3.2102,0.1207,0.4492,0.1,0.2806,0.3861,0.0367,0.3142,0.068,0.0886,0.0386,0.0475,0.0112,0.0093,0.7224,0.1894,11722880,Chapter 4 Road Ablation,efsr_wo_rv,road,42
EFSR,UGV Complex Road Passage,4000,4000,70.5652,122.525,0.647,0.7681,12.0113,3843.6,37.5647,0.4696,4.78,0.3585,0.353,0.0,0.353,0.0742,0.0,0.0742,0.5219,0.4781,0.5475,2.2593,0.2555,1.4289,3.8297,0.458,0.0957,0.3686,0.5357,0.9043,2.3935,5.0438,0.5217,4.2882,2.205,0.4811,0.1,0.2755,0.4521,0.0579,0.3289,0.3734,0.4149,0.5217,0.1782,0.0987,0.0965,0.7795,0.8634,15374400,Chapter 4 Road Ablation,efsr,road,43
EFSR w/o EF,UGV Complex Road Passage,4000,4000,59.2473,97.1711,0.4617,0.6458,10.6425,3405.6,49.685,0.6211,4.3758,0.3282,0.5383,0.0,0.5383,0.1078,0.0,0.1078,0.5425,0.4575,0.5735,1.8088,0.2514,1.4247,3.3121,0.4339,0.0796,0.5077,0.4127,0.9204,1.6395,3.4585,0.3816,3.7915,1.5485,0.4718,0.1,0.2842,0.4266,0.0475,0.3294,0.2852,0.3522,0.3816,0.131,0.0767,0.0775,0.7855,0.6975,13622400,Chapter 4 Road Ablation,efsr_wo_ef,road,43
EFSR w/o RV,UGV Complex Road Passage,4000,4000,48.7795,75.353,0.3015,0.5271,9.1657,2933.04,60.1962,0.7525,4.0097,0.3007,0.666,0.0,0.666,0.147,0.0,0.147,0.5787,0.4213,0.613,1.539,0.2299,1.3939,2.7838,0.3948,0.0695,0.5406,0.3899,0.9305,0.0803,0.6713,0.0255,3.2525,0.0803,0.4509,0.1,0.2838,0.3882,0.0372,0.3184,0.0607,0.0592,0.0255,0.0403,0.0138,0.0067,0.7291,0.1713,11732160,Chapter 4 Road Ablation,efsr_wo_rv,road,43
EFSR,UGV Complex Road Passage,4000,4000,70.7761,123.296,0.653,0.7712,11.9923,3837.52,37.135,0.4642,4.8145,0.3611,0.347,0.0,0.347,0.071,0.0,0.071,0.5225,0.4775,0.5466,2.2837,0.2604,1.4372,3.8502,0.4594,0.0953,0.3685,0.5362,0.9047,2.3683,5.0163,0.5173,4.2763,2.1862,0.4819,0.1,0.2755,0.4531,0.0567,0.3306,0.3737,0.4071,0.5173,0.1804,0.0942,0.0992,0.7801,0.8649,15350080,Chapter 4 Road Ablation,efsr,road,44
EFSR w/o EF,UGV Complex Road Passage,4000,4000,59.3536,97.7253,0.4647,0.6507,10.644,3406.08,49.442,0.618,4.4404,0.333,0.5353,0.0,0.5353,0.1009,0.0,0.1009,0.54,0.46,0.5716,1.8237,0.2414,1.4468,3.3467,0.4369,0.0771,0.5082,0.4147,0.9229,1.6338,3.4937,0.3819,3.7243,1.5232,0.4725,0.1,0.2846,0.4261,0.045,0.3279,0.2886,0.3471,0.3819,0.1352,0.0774,0.076,0.7871,0.6967,13624320,Chapter 4 Road Ablation,efsr_wo_ef,road,44
EFSR w/o RV,UGV Complex Road Passage,4000,4000,48.8629,75.7219,0.3063,0.5305,9.2073,2946.32,59.87,0.7484,4.0401,0.303,0.6565,0.0,0.6565,0.1402,0.0,0.1402,0.5764,0.4236,0.611,1.536,0.2254,1.3907,2.7859,0.3973,0.0694,0.5278,0.4028,0.9306,0.2037,0.8565,0.0612,3.2705,0.2037,0.453,0.1,0.2866,0.3905,0.0383,0.3204,0.0801,0.1406,0.0612,0.0536,0.0163,0.0102,0.7343,0.2232,11785280,Chapter 4 Road Ablation,efsr_wo_rv,road,44
