method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
EFSR,UGV Street Patrol Parking,5000,5000,55.3211,26.9859,0.5016,0.788,28.2436,13556.928,53.3138,0.7616,1.3685,0.1173,0.424,0.0346,0.4586,0.0332,0.0031,0.0363,0.7014,0.2986,0.8435,0.0,0.225,1.2193,3.42,0.1364,0.035,0.6825,0.2824,0.965,3.2066,6.4528,0.4594,7.8092,3.6454,0.5486,0.1,0.0929,0.758,0.0353,0.275,0.4748,0.4594,0.4471,0.3362,0.0569,0.0572,0.6525,0.5755,67784640,Chapter 4 Patrol Ablation,efsr,patrol,44
EFSR w/o EF,UGV Street Patrol Parking,5000,5000,45.4266,22.1593,0.4498,0.7487,22.7236,10907.328,60.5818,0.8655,1.099,0.0942,0.5194,0.052,0.5714,0.0536,0.0049,0.0585,0.7146,0.2854,0.87,0.0,0.2519,1.0587,2.558,0.1155,0.0353,0.7032,0.2614,0.9647,1.7936,6.8588,0.2505,8.332,2.0236,0.5422,0.1,0.0816,0.7404,0.032,0.2688,0.6676,0.2505,0.2358,0.3161,0.0517,0.0517,0.6173,0.5369,54536640,Chapter 4 Patrol Ablation,efsr_wo_ef,patrol,44
EFSR w/o RV,UGV Street Patrol Parking,5000,5000,42.028,20.5014,0.4336,0.7262,20.9248,10043.904,62.5824,0.894,1.0049,0.0861,0.514,0.0444,0.5584,0.0627,0.005,0.0677,0.7312,0.2688,0.8808,0.0,0.2081,0.9961,2.2918,0.1064,0.0284,0.7254,0.2462,0.9716,2.2616,7.5954,0.2831,9.0246,2.5116,0.5381,0.1,0.074,0.7399,0.0291,0.2621,0.8736,0.2831,0.2704,0.3205,0.053,0.0532,0.5709,0.5452,50219520,Chapter 4 Patrol Ablation,efsr_wo_rv,patrol,44
