method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_nominal_completion_time_seconds_all,avg_latency_time_seconds_all,avg_completion_time_seconds_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
LACM,UGV Complex Road Passage,4000,4000,70.0596,122.6962,0.6455,0.7671,12.8308,4105.84,38.3485,104.3807,0.8458,105.2265,0.4794,4.4923,0.3369,0.4948,0.0,0.4948,0.0585,0.0,0.0585,0.5227,0.4773,0.5574,2.2128,0.2372,0.2372,1.3533,0.4501,0.1933,0.5644,0.2003,0.7647,0.0,0.0,0.6026,4.7307,2.828,0.493,0.1,0.2867,0.4687,0.0584,0.3428,0.0,0.0,0.6026,0.0,0.0,0.0,0.5912,0.0,16423360,Chapter 4 Road Comparison,lacm,road,42
Oracle,UGV Complex Road Passage,4000,4000,90.358,90.358,0.8995,0.9522,13.505,4321.6,20.0452,,,,0.2506,5.701,0.4419,0.0548,0.012,0.0668,0.0041,0.0009,0.0049,1.0,0.0,1.0,5.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0668,0.0,0.5038,0.1,0.2722,0.5002,0.0713,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,1.7559,0.0,17286400,Chapter 4 Road Comparison,oracle,road,42
EFSR,UGV Complex Road Passage,4000,4000,70.6456,123.0315,0.6552,0.7715,12.017,3845.44,37.0165,,,,0.4627,4.7885,0.3591,0.3448,0.0,0.3448,0.0744,0.0,0.0744,0.5193,0.4807,0.5466,2.257,0.2495,1.4293,3.8462,0.4576,0.0936,0.3674,0.539,0.9064,2.9407,5.94,0.4732,4.3018,2.1905,0.4816,0.1,0.2753,0.4545,0.0572,0.3303,0.3747,0.4732,0.4751,0.1767,0.0997,0.0983,0.774,0.8657,15381760,Chapter 4 Road Comparison,efsr,road,42
