episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,23.5186,11.4725,0,5,0.8333,58,27840,70,150,8.7929,158.7929,1,1.0057,0.0862,1,0,1,0.0172,0,0.0172,0,0.6552,0.3448,1,38,58,58,1.4655,1.4655,15.3875,0.1034,1.0,0.0,0.0,0.0,0,0,0.5556,18,10,0.5371,0.1,0.1034,0.7931,0,0.3103,0,0,0.5556,0,0,0,1.3142,0,final_park,wall,1,0
4,-10.0,-5.7262,0,1,0.1667,24,11520,70,150,3.135,153.135,1,0.4861,0.0417,1,0,1,0.0417,0,0.0417,0,0.625,0.375,1,15,24,24,1.5675,1.5675,5.4862,0.0833,1.0,0.0,0.0,0.0,0,0,0.375,8,3,0.5159,0.1,0.0417,0.5,0,0.3333,0,0,0.375,0,0,0,0.8366,0,enter_inner,obstacle,0.9999,0
5,5.2871,2.5791,0,3,0.5,30,14400,70,150,6.1891,156.1891,1,1.1667,0.1,1,0,1,0.0333,0,0.0333,0,0.7333,0.2667,1,22,30,30,1.5473,1.5473,10.8309,0.1333,1.0,0.0,0.0,0.0,0,0,0.7778,9,7,0.5636,0.1,0.0667,0.7333,0,0.3,0,0,0.7778,0,0,0,1.3987,0,return_outer,obstacle,0.9999,0
6,5.0532,2.465,0,3,0.5,37,17760,70,150,5.8314,155.8314,1,0.9459,0.0811,1,0,1,0.027,0,0.027,0,0.7568,0.2432,1,28,37,37,1.4579,1.4579,10.205,0.1081,1.0,0.0,0.0,0.0,0,0,0.2353,17,4,0.6542,0.1,0.3243,0.8108,0.2162,0.4595,0,0,0.2353,0,0,0,1.5343,0,return_outer,obstacle,0.9998,0
7,30.4422,14.8499,0,5,0.8333,48,23040,70,150,8.6801,158.6801,1,1.2153,0.1042,1,0,1,0.0208,0,0.0208,0,0.7083,0.2917,1,34,48,48,1.4467,1.4467,15.1901,0.125,1.0,0.0,0.0,0.0,0,0,0.7273,11,8,0.5497,0.1,0.1042,0.75,0.0208,0.2292,0,0,0.7273,0,0,0,1.2287,0,final_park,wall,0.9997,0
8,62.6734,30.5724,1,6,1,58,27840,58,144.8571,9.1872,154.0443,0.8286,1.2069,0.1034,0,0,0,0,0,0,0,0.6207,0.3793,1,36,58,58,1.5312,1.5312,16.0776,0.1034,1.0,0.0,0.0,0.0,0,0,0.5714,14,8,0.5479,0.1,0.0862,0.7586,0.0172,0.2414,0,0,0.5714,0,0,0,1.2671,0,completed,,0.9996,0
9,66.7778,32.5745,1,6,1,55,26400,55,143.5714,8.786,152.3574,0.7857,1.2727,0.1091,0,0,0,0,0,0,0,0.6364,0.3636,1,35,55,55,1.4643,1.4643,15.3755,0.1091,1.0,0.0,0.0,0.0,0,0,0.625,24,15,0.5609,0.1,0.1273,0.8364,0.0182,0.4364,0,0,0.625,0,0,0,1.3963,0,completed,,0.9995,0
10,11.4598,5.5902,0,4,0.6667,61,29280,70,150,6.7085,156.7085,1,0.765,0.0656,1,0,1,0.0164,0,0.0164,0,0.623,0.377,1,38,61,61,1.3417,1.3417,11.7398,0.082,1.0,0.0,0.0,0.0,0,0,0.2174,23,5,0.6115,0.1,0.2131,0.918,0.1311,0.377,0,0,0.2174,0,0,0,1.42,0,outer_patrol_b,road_edge,0.9994,0
11,4.8546,2.3681,0,3,0.5,31,14880,70,150,6.1668,156.1668,1,1.129,0.0968,1,0,1,0.0323,0,0.0323,0,0.7742,0.2258,1,24,31,31,1.5417,1.5417,10.7919,0.129,1.0,0.0,0.0,0.0,0,0,0.2857,7,2,0.5285,0.1,0.0645,0.7742,0,0.2258,0,0,0.2857,0,0,0,1.2899,0,return_outer,obstacle,0.9993,0
12,72.8853,35.5538,1,6,1,45,21600,45,139.2857,9.0435,148.3292,0.6429,1.5556,0.1333,0,0,0,0,0,0,0,0.8,0.2,1,36,45,45,1.5073,1.5073,15.8262,0.1333,1.0,0.0,0.0,0.0,0,0,0.8182,11,9,0.5395,0.1,0.0667,0.8222,0,0.2444,0,0,0.8182,0,0,0,1.3388,0,completed,,0.9992,0
