avg_inference_seconds,avg_wait_seconds,avg_wait_steps,compensation_ratio,done_reason,effective_return,episode,method,scene,seed,steps,success,total_reward
1.4654860266736662,0.5333333333333333,2.6666666666666665,0.025,success,10.5085,0,LACM,ugv_patrol,1,9,True,11.1
