method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_nominal_completion_time_seconds_all,avg_latency_time_seconds_all,avg_completion_time_seconds_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
LACM w/o SELECT,UGV Complex Road Passage,4000,4000,70.0288,121.8841,0.6458,0.7675,13.4213,4294.8,38.7625,104.5359,1.2647,105.8006,0.4845,4.3159,0.3237,0.3543,0.0,0.3543,0.069,0.0,0.069,0.5214,0.4786,0.5593,2.251,0.3577,0.3577,2.0235,0.4467,0.2832,0.6743,0.0,0.6743,0.0,0.0,0.6085,5.0345,3.0595,0.4991,0.1,0.2924,0.4773,0.0604,0.3498,0.0,0.0,0.6085,0.0,0.0,0.0,0.3864,0.0,17179200,Chapter 3 Road Ablation,lacm_wo_select,road,43
LACM w/o FOLLOW,UGV Complex Road Passage,4000,4000,69.1678,120.6654,0.6468,0.7647,13.2598,4243.12,38.6572,104.4965,1.3208,105.8172,0.4832,4.3452,0.3259,0.3533,0.0,0.3533,0.0694,0.0,0.0694,0.5368,0.4632,0.564,2.0183,0.3672,0.3672,2.1132,0.4476,0.2968,0.0,0.6665,0.6665,0.0,0.0,0.6222,4.9117,3.1045,0.4984,0.1,0.2923,0.4761,0.0578,0.3486,0.0,0.0,0.6222,0.0,0.0,0.0,0.3964,0.0,16972480,Chapter 3 Road Ablation,lacm_wo_follow,road,43
LACM,UGV Complex Road Passage,4000,4000,69.7309,122.0343,0.642,0.764,12.763,4084.16,38.5528,104.4573,0.8395,105.2968,0.4819,4.4905,0.3368,0.358,0.0,0.358,0.0711,0.0,0.0711,0.5219,0.4781,0.5566,2.188,0.2364,0.2364,1.3432,0.4519,0.1938,0.5682,0.1955,0.7637,0.0,0.0,0.6064,4.7105,2.8355,0.4928,0.1,0.2871,0.4694,0.056,0.3435,0.0,0.0,0.6064,0.0,0.0,0.0,0.5835,0.0,16336640,Chapter 3 Road Ablation,lacm,road,43
