episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,-5.1333,-2.504,0,2,0.3333,20,9600,70,150,4.6994,154.6994,1,1.1667,0.1,1,0,1,0.05,0,0.05,0,0.2,0.8,0.5,4,10,20,1.5665,1.5665,8.224,0.15,1.0,0.0,0.0,0.0,0,0,1,1,1,0.505,0.1,0.05,0.6,0,0.05,0,0,1,0,0,0,1.2241,0,inner_patrol,obstacle,1,0
4,4.7357,2.3101,0,3,0.5,28,13440,70,150,5.9542,155.9542,1,1.25,0.1071,0,1,1,0,0.0357,0.0357,0,0.5357,0.4643,0.7857,15,22,28,1.4886,1.4886,10.4199,0.1429,1.0,0.0,0.0,0.0,0,0,0.4286,7,3,0.5721,0.1,0.1071,0.8929,0.0714,0.25,0,0,0.4286,0,0,0,1.3413,0,return_outer,red_light,0.9999,0
5,-10.0,-5.7423,0,0,0,14,6720,70,150,1.3499,151.3499,1,0,0,1,0,1,0.0714,0,0.0714,0,0.4286,0.5714,0.7857,6,11,14,1.3499,1.3499,2.3623,0.0714,1.0,0.0,0.0,0.0,0,0,0.5,2,1,0.5159,0.1,0,0.5714,0,0.1429,0,0,0.5,0,0,0,1.0609,0,outer_patrol_a,road_edge,0.9997,0
6,-10.0,-12.2654,0,0,0,1,480,70,150,1.3631,151.3631,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1.3631,1.3631,2.3854,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4262,0.1,0,0,0,0,0,0,0,0,0,0,0,0,outer_patrol_a,road_edge,0.9996,0
7,-10.0,-12.2762,0,0,0,1,480,70,150,1.2435,151.2435,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1.2435,1.2435,2.1762,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0.5442,0.1,0,1,0,1,0,0,0,0,0,0,0,0,outer_patrol_a,road_edge,0.9995,0
8,-10.0,-11.5691,0,0,0,3,1440,70,150,1.2738,151.2738,1,0,0,1,0,1,0.3333,0,0.3333,0,0.3333,0.6667,0.6667,1,2,3,1.2738,1.2738,2.2291,0.3333,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4971,0.1,0,0.3333,0,0,0,0,0,0,0,0,1.0986,0,outer_patrol_a,road_edge,0.9993,0
9,-10.0,-11.6552,0,0,0,2,960,70,150,1.403,151.403,1,0,0,1,0,1,0.5,0,0.5,0,0,1,0,0,0,2,1.403,1.403,2.4552,0.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5088,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,outer_patrol_a,road_edge,0.9992,0
10,-9.3742,-4.5728,0,0,0,10,4800,70,150,1.7216,151.7216,1,0,0,1,0,1,0.1,0,0.1,0,0.2,0.8,0.2,2,2,10,1.7216,1.7216,3.0128,0.1,1.0,0.0,0.0,0.0,0,0,1,3,3,0.5132,0.1,0,0.7,0,0.3,0,0,1,0,0,0,0.5004,0,outer_patrol_a,road_edge,0.999,0
11,-10.0,-10.4305,0,0,0,4,1920,70,150,1.2632,151.2632,1,0,0,1,0,1,0.25,0,0.25,0,0.5,0.5,0.75,2,3,4,1.2632,1.2632,2.2105,0.25,1.0,0.0,0.0,0.0,0,0,0,0,0,0.5005,0.1,0,0.5,0,0,0,0,0,0,0,0,1.0397,0,outer_patrol_a,road_edge,0.9988,0
12,-9.3227,-4.5477,0,1,0.1667,19,9120,70,150,2.5472,152.5472,1,0.614,0.0526,1,0,1,0.0526,0,0.0526,0,0.3158,0.6842,0.6316,6,12,19,1.2736,1.2736,4.4577,0.1053,1.0,0.0,0.0,0.0,0,0,0.5,8,4,0.5432,0.1,0.1579,0.6842,0,0.4211,0,0,0.5,0,0,0,1.2382,0,enter_inner,obstacle,0.9987,0
13,-10.0,-9.6722,0,0,0,7,3360,70,150,1.6527,151.6527,1,0,0,1,0,1,0.1429,0,0.1429,0,0.2857,0.7143,0.5714,2,4,7,1.6527,1.6527,2.8922,0.1429,1.0,0.0,0.0,0.0,0,0,0.5,2,1,0.5039,0.1,0,0.5714,0,0.2857,0,0,0.5,0,0,0,1.079,0,outer_patrol_a,road_edge,0.9985,0
14,-3.042,-1.4839,0,0,0,15,7200,70,150,1.4994,151.4994,1,0,0,1,0,1,0.0667,0,0.0667,0,0.7333,0.2667,0.9333,11,14,15,1.4994,1.4994,2.6239,0.0667,1.0,0.0,0.0,0.0,0,0,1,4,4,0.5049,0.1,0,0.6667,0,0.2667,0,0,1,0,0,0,0.7299,0,outer_patrol_a,road_edge,0.9984,0
15,-10.0,-9.3462,0,0,0,10,4800,70,150,1.695,151.695,1,0,0,1,0,1,0.1,0,0.1,0,0.3,0.7,0.7,3,7,10,1.695,1.695,2.9662,0.1,1.0,0.0,0.0,0.0,0,0,0.5,4,2,0.5158,0.1,0,0.7,0,0.4,0,0,0.5,0,0,0,1.0889,0,outer_patrol_a,road_edge,0.9982,0
16,-10.0,-10.4868,0,0,0,3,1440,70,150,1.501,151.501,1,0,0,1,0,1,0.3333,0,0.3333,0,0.6667,0.3333,0.6667,2,2,3,1.501,1.501,2.6268,0.3333,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4811,0.1,0,0.6667,0,0,0,0,0,0,0,0,0.6365,0,outer_patrol_a,road_edge,0.998,0
17,2.549,1.2434,0,2,0.3333,29,13920,70,150,4.6552,154.6552,1,0.8046,0.069,1,0,1,0.0345,0,0.0345,0,0.4138,0.5862,0.7586,12,22,29,1.5517,1.5517,8.1466,0.1034,1.0,0.0,0.0,0.0,0,0,0.5,10,5,0.5715,0.1,0.1379,0.7931,0.069,0.3448,0,0,0.5,0,0,0,1.3666,0,inner_patrol,obstacle,0.9979,0
18,-10.0,-5.9101,0,1,0.1667,20,9600,70,150,3.4686,153.4686,1,0.5833,0.05,1,0,1,0.05,0,0.05,0,0.45,0.55,0.8,9,16,20,1.7343,1.7343,6.0701,0.1,1.0,0.0,0.0,0.0,0,0,1,3,3,0.4937,0.1,0,0.8,0,0.15,0,0,1,0,0,0,1.2056,0,enter_inner,obstacle,0.9977,0
19,-10.0,-10.8042,0,0,0,8,3840,70,150,1.4995,151.4995,1,0,0,1,0,1,0.125,0,0.125,0,0.375,0.625,0.875,3,7,8,1.4995,1.4995,2.6242,0.125,1.0,0.0,0.0,0.0,0,0,0,1,0,0.5055,0.1,0,0.5,0,0.125,0,0,0,0,0,0,0.9743,0,outer_patrol_a,road_edge,0.9975,0
20,-10.0,-10.4401,0,0,0,6,2880,70,150,1.4515,151.4515,1,0,0,1,0,1,0.1667,0,0.1667,0,0.1667,0.8333,0.5,1,3,6,1.4515,1.4515,2.5401,0.1667,1.0,0.0,0.0,0.0,0,0,1,1,1,0.4978,0.1,0,1,0,0.1667,0,0,1,0,0,0,1.0114,0,outer_patrol_a,road_edge,0.9974,0
21,-10.0,-10.4472,0,0,0,3,1440,70,150,1.4784,151.4784,1,0,0,1,0,1,0.3333,0,0.3333,0,0.6667,0.3333,0.6667,2,2,3,1.4784,1.4784,2.5872,0.3333,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4722,0.1,0,0.6667,0,0,0,0,0,0,0,0,0.6365,0,outer_patrol_a,road_edge,0.9972,0
22,-10.0,-11.0236,0,0,0,4,1920,70,150,1.4764,151.4764,1,0,0,1,0,1,0.25,0,0.25,0,0.25,0.75,0.5,1,2,4,1.4764,1.4764,2.5836,0.25,1.0,0.0,0.0,0.0,0,0,0,1,0,0.4959,0.1,0,0.5,0,0.25,0,0,0,0,0,0,1.0397,0,outer_patrol_a,road_edge,0.997,0
23,-10.0,-7.6076,0,0,0,7,3360,70,150,1.3186,151.3186,1,0,0,1,0,1,0.1429,0,0.1429,0,0.4286,0.5714,0.5714,3,4,7,1.3186,1.3186,2.3076,0.1429,1.0,0.0,0.0,0.0,0,0,1,2,2,0.5065,0.1,0,1,0,0.2857,0,0,1,0,0,0,1.0042,0,outer_patrol_a,road_edge,0.9968,0
24,-9.4382,-4.604,0,0,0,17,8160,70,150,1.5223,151.5223,1,0,0,1,0,1,0.0588,0,0.0588,0,0.3529,0.6471,0.7059,6,12,17,1.5223,1.5223,2.664,0.0588,1.0,0.0,0.0,0.0,0,0,1,1,1,0.4997,0.1,0,0.7647,0,0.0588,0,0,1,0,0,0,1.0951,0,outer_patrol_a,road_edge,0.9967,0
25,-10.0,-9.4721,0,0,0,9,4320,70,150,1.7212,151.7212,1,0,0,1,0,1,0.1111,0,0.1111,0,0.1111,0.8889,0.4444,1,4,9,1.7212,1.7212,3.0121,0.1111,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4839,0.1,0,0.6667,0,0,0,0,0,0,0,0,0.9369,0,outer_patrol_a,road_edge,0.9965,0
26,-10.0,-6.5556,0,1,0.1667,23,11040,70,150,3.0832,153.0832,1,0.5072,0.0435,0,1,1,0,0.0435,0.0435,0,0.3043,0.6957,0.7391,7,17,23,1.5416,1.5416,5.3956,0.087,1.0,0.0,0.0,0.0,0,0,0.375,8,3,0.5669,0.1,0.1304,0.6522,0.1304,0.3478,0,0,0.375,0,0,0,1.3409,0,enter_inner,red_light,0.9963,0
27,-10.0,-11.2549,0,0,0,4,1920,70,150,1.7343,151.7343,1,0,0,1,0,1,0.25,0,0.25,0,0.5,0.5,0.75,2,3,4,1.7343,1.7343,3.0349,0.25,1.0,0.0,0.0,0.0,0,0,1,1,1,0.4877,0.1,0,0.5,0,0.25,0,0,1,0,0,0,1.0397,0,outer_patrol_a,road_edge,0.9961,0
28,-10.0,-11.1755,0,0,0,8,3840,70,150,1.7117,151.7117,1,0,0,1,0,1,0.125,0,0.125,0,0.375,0.625,0.875,3,7,8,1.7117,1.7117,2.9955,0.125,1.0,0.0,0.0,0.0,0,0,0,1,0,0.489,0.1,0,0.25,0,0.125,0,0,0,0,0,0,0.9743,0,outer_patrol_a,road_edge,0.996,0
29,0.4824,0.2353,0,3,0.5,32,15360,70,150,5.6941,155.6941,1,1.0938,0.0938,1,0,1,0.0312,0,0.0312,0,0.3125,0.6875,0.625,10,20,32,1.4235,1.4235,9.9647,0.125,1.0,0.0,0.0,0.0,0,0,0.6,10,6,0.5707,0.1,0.125,0.7188,0.0312,0.3125,0,0,0.6,0,0,0,1.1964,0,return_outer,obstacle,0.9958,0
30,-10.0,-5.283,0,0,0,12,5760,70,150,1.2475,151.2475,1,0,0,1,0,1,0.0833,0,0.0833,0,0.3333,0.6667,0.5833,4,7,12,1.2475,1.2475,2.183,0.0833,1.0,0.0,0.0,0.0,0,0,0.5,2,1,0.4993,0.1,0,0.9167,0,0.1667,0,0,0.5,0,0,0,1.0776,0,outer_patrol_a,road_edge,0.9956,0
31,-8.4044,-4.0997,0,1,0.1667,16,7680,70,150,3.0398,153.0398,1,0.7292,0.0625,1,0,1,0.0625,0,0.0625,0,0.4375,0.5625,0.5625,7,9,16,1.5199,1.5199,5.3197,0.125,1.0,0.0,0.0,0.0,0,0,0,2,0,0.5528,0.1,0.125,0.8125,0.0625,0.125,0,0,0,0,0,0,1.3317,0,enter_inner,obstacle,0.9954,0
32,-10.0,-7.2568,0,0,0,8,3840,70,150,1.7582,151.7582,1,0,0,1,0,1,0.125,0,0.125,0,0.5,0.5,0.625,4,5,8,1.7582,1.7582,3.0768,0.125,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4823,0.1,0,1,0,0,0,0,0,0,0,0,0.9743,0,outer_patrol_a,road_edge,0.9952,0
33,-10.0,-13.0337,0,0,0,1,480,70,150,1.6764,151.6764,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1.6764,1.6764,2.9337,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4377,0.1,0,0,0,0,0,0,0,0,0,0,0,0,outer_patrol_a,road_edge,0.9951,0
34,-10.0,-9.2978,0,0,0,6,2880,70,150,1.7702,151.7702,1,0,0,1,0,1,0.1667,0,0.1667,0,0.5,0.5,0.6667,3,4,6,1.7702,1.7702,3.0978,0.1667,1.0,0.0,0.0,0.0,0,0,0,0,0,0.4712,0.1,0,0.1667,0,0,0,0,0,0,0,0,1.0114,0,outer_patrol_a,road_edge,0.9949,0
35,-10.0,-10.4781,0,0,0,6,2880,70,150,1.7247,151.7247,1,0,0,1,0,1,0.1667,0,0.1667,0,0.5,0.5,0.8333,3,5,6,1.7247,1.7247,3.0181,0.1667,1.0,0.0,0.0,0.0,0,0,1,1,1,0.4953,0.1,0,0.8333,0,0.1667,0,0,1,0,0,0,1.0114,0,outer_patrol_a,road_edge,0.9947,0
36,-10.0,-9.2448,0,0,0,10,4800,70,150,1.5113,151.5113,1,0,0,1,0,1,0.1,0,0.1,0,0.2,0.8,0.6,2,6,10,1.5113,1.5113,2.6448,0.1,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.5164,0.1,0,0.7,0,0.3,0,0,0.6667,0,0,0,1.0549,0,outer_patrol_a,road_edge,0.9945,0
37,-10.0,-13.5735,0,0,0,2,960,70,150,1.7791,151.7791,1,0,0,1,0,1,0.5,0,0.5,0,0,1,0.5,0,1,2,1.7791,1.7791,3.1135,0.5,1.0,0.0,0.0,0.0,0,0,0,1,0,0.5205,0.1,0,1,0,0.5,0,0,0,0,0,0,0.6931,0,outer_patrol_a,road_edge,0.9943,0
38,-10.0,-9.8277,0,0,0,8,3840,70,150,1.6616,151.6616,1,0,0,1,0,1,0.125,0,0.125,0,0.375,0.625,0.75,3,6,8,1.6616,1.6616,2.9077,0.125,1.0,0.0,0.0,0.0,0,0,1,1,1,0.4966,0.1,0,0.5,0,0.125,0,0,1,0,0,0,1.0822,0,outer_patrol_a,road_edge,0.9941,0
39,-8.7451,-4.2659,0,1,0.1667,17,8160,70,150,3.1005,153.1005,1,0.6863,0.0588,0,1,1,0,0.0588,0.0588,0,0.4706,0.5294,0.7647,8,13,17,1.5503,1.5503,5.4259,0.1176,1.0,0.0,0.0,0.0,0,0,0.75,4,3,0.5121,0.1,0.0588,0.5882,0.0588,0.2353,0,0,0.75,0,0,0,1.2023,0,enter_inner,red_light,0.994,0
40,-10.0,-9.3386,0,0,0,7,3360,70,150,1.5878,151.5878,1,0,0,1,0,1,0.1429,0,0.1429,0,0.4286,0.5714,0.7143,3,5,7,1.5878,1.5878,2.7786,0.1429,1.0,0.0,0.0,0.0,0,0,1,2,2,0.5359,0.1,0,0.4286,0,0.2857,0,0,1,0,0,0,1.079,0,outer_patrol_a,road_edge,0.9938,0
41,-10.0,-9.9575,0,0,0,8,3840,70,150,1.61,151.61,1,0,0,1,0,1,0.125,0,0.125,0,0.25,0.75,0.625,2,5,8,1.61,1.61,2.8175,0.125,1.0,0.0,0.0,0.0,0,0,0,2,0,0.48,0.1,0,0.875,0,0.25,0,0,0,0,0,0,1.0822,0,outer_patrol_a,road_edge,0.9936,0
