episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,collisions,violations,unsafe_episode,planner_accuracy,avg_stage_wait_time,avg_stage_latency_seconds,compensation_utilization,intervention_rate,risk_exposure,active_stage_key,last_failure_mode,episode_loss,avg_inference_seconds,avg_wait_seconds,avg_wait_steps,compensation_ratio,done_reason,effective_return,method,scene,seed,total_reward
0,12.2,12.2,1,1,1.0,7,7,0,0,0,1.0,3.5,0.7,0.0,0.0,0.0,,success,0.0,1.2657750214722203,0.7,3.5,0.0,success,11.882,LACM,ugv_parking,42,12.200000000000001
