method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
EFSR,UGV Complex Road Passage,4000,4000,70.6456,123.0315,0.6552,0.7715,12.017,3845.44,37.0165,0.4627,4.7885,0.3591,0.3448,0.0,0.3448,0.0744,0.0,0.0744,0.5193,0.4807,0.5466,2.257,0.2495,1.4293,3.8462,0.4576,0.0936,0.3674,0.539,0.9064,2.365,5.0358,0.5149,4.3018,2.1905,0.4816,0.1,0.2753,0.4545,0.0572,0.3303,0.3747,0.4069,0.5149,0.1767,0.0997,0.0983,0.774,0.8657,15381760,Chapter 4 Road Ablation,efsr,road,42
EFSR w/o EF,UGV Complex Road Passage,4000,4000,58.5321,95.8038,0.4505,0.6391,10.7575,3442.4,50.539,0.6317,4.2821,0.3211,0.5495,0.0,0.5495,0.1086,0.0,0.1086,0.5415,0.4585,0.5765,1.7862,0.2941,1.4197,3.2829,0.4308,0.0939,0.5059,0.4002,0.9061,1.5737,3.6325,0.3603,3.8933,1.497,0.4736,0.1,0.2879,0.4292,0.0494,0.3323,0.2915,0.3259,0.3603,0.1367,0.0811,0.0737,0.8071,0.7025,13769600,Chapter 4 Road Ablation,efsr_wo_ef,road,42
EFSR w/o RV,UGV Complex Road Passage,4000,4000,48.9809,75.8221,0.3028,0.5304,9.1585,2930.72,60.0823,0.751,4.0336,0.3025,0.6633,0.0,0.6633,0.1477,0.0,0.1477,0.5799,0.4201,0.6121,1.5388,0.2146,1.3742,2.7801,0.3944,0.0661,0.537,0.3969,0.9339,0.1207,0.748,0.0386,3.2102,0.1207,0.4492,0.1,0.2806,0.3861,0.0367,0.3142,0.068,0.0886,0.0386,0.0475,0.0112,0.0093,0.7224,0.1894,11722880,Chapter 4 Road Ablation,efsr_wo_rv,road,42
