method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
DK-ABS,UGV Complex Road Passage,4000,4000,69.5184,122.1624,0.645,0.7613,12.8712,4118.8,38.354,0.4794,4.4403,0.333,0.355,0.0,0.355,0.0658,0.0,0.0658,0.5191,0.4809,0.6653,1.8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277,4.4078,2.3142,0.4764,0.1,0.2674,0.4442,0.054,0.3207,0.0,0.0,0.5277,0.0,0.0,0.0,1.5599,0.0,16475200,Chapter 2 Road Ablation,dkabs,road,42
DK-ABS w/o DK,UGV Complex Road Passage,4000,4000,65.2401,112.2021,0.5737,0.7138,12.747,4079.04,43.2665,0.5408,4.1749,0.3131,0.4263,0.0,0.4263,0.0742,0.0,0.0742,0.4216,0.5784,0.5954,1.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5009,4.3167,2.2252,0.474,0.1,0.2712,0.4328,0.0492,0.3195,0.0,0.0,0.5009,0.0,0.0,0.0,1.4982,0.0,16316160,Chapter 2 Road Ablation,dkabs_wo_dk,road,42
DK-ABS w/o OS,UGV Complex Road Passage,4000,4000,57.3806,96.3547,0.4718,0.6252,10.3978,3327.28,49.0573,0.6132,4.3472,0.326,0.5098,0.0185,0.5282,0.1052,0.0017,0.1069,0.5017,0.4983,0.5431,1.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4922,3.5438,1.9123,0.4573,0.1,0.2663,0.4077,0.0508,0.3123,0.0,0.0,0.4922,0.0,0.0,0.0,1.3674,0.0,13309120,Chapter 2 Road Ablation,dkabs_wo_os,road,42
