episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,-10.0,-5.6759,0,1.0,0.1667,15,7200,70,150.0,0.8167,150.8167,1.0,0.7778,0.0667,1,0,1,0.0667,0.0,0.0667,0,0.8,0.2,0.8667,12,13,15,0.8167,0.8167,1.2659,0.1333,0.5,0.5,0.0,0.5,0,0,0.6667,3,2,0.525,0.1,0.1333,0.7333,0.0,0.2,0.0,0.0,0.6667,0.0,0.0,0.0,0.6931,0.0,enter_inner,obstacle,0.98,0.0
4,-4.1,-2.0,0,2.0,0.3333,18,8640,70,150.0,0.0,150.0,1.0,1.2963,0.1111,1,0,1,0.0556,0.0,0.0556,0,0.7222,0.2778,0.8889,13,16,18,0.0,0.0,0.0,0.1111,0.0,1.0,0.0,1.0,0,0,1.0,4,4,0.5392,0.1,0.0556,0.7222,0.0556,0.2222,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,inner_patrol,obstacle,0.98,0.0
5,39.6314,19.3324,1,6.0,1.0,50,24000,50,141.4286,4.5984,146.027,0.7143,1.4,0.12,0,0,0,0.0,0.0,0.0,0,0.68,0.32,0.82,34,41,50,0.9197,0.9197,7.1276,0.18,0.6667,0.3333,0.0,0.3333,0,0,0.8333,12,10,0.5737,0.1,0.12,0.76,0.08,0.24,0.0,0.0,0.8333,0.0,0.0,0.0,0.6365,0.0,completed,,0.98,0.0
6,-10.0,-6.4562,0,2.0,0.3333,20,9600,70,150.0,2.6104,152.6104,1.0,1.1667,0.1,1,0,1,0.05,0.0,0.05,0,0.7,0.3,0.8,14,16,20,1.3052,1.3052,4.0462,0.2,0.75,0.25,0.0,0.25,0,0,0.5,6,3,0.5408,0.1,0.15,0.75,0.05,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.5623,0.0,inner_patrol,obstacle,0.98,0.0
7,46.748,22.8039,1,6.0,1.0,46,22080,46,139.7143,4.4749,144.1892,0.6571,1.5217,0.1304,0,0,0,0.0,0.0,0.0,0,0.7174,0.2826,0.8261,33,38,46,0.895,0.895,6.9361,0.1739,0.75,0.25,0.0,0.25,0,0,0.7857,14,11,0.5633,0.1,0.1739,0.7174,0.0217,0.3043,0.0,0.0,0.7857,0.0,0.0,0.0,0.5623,0.0,completed,,0.98,0.0
8,-10.0,-5.68,0,1.0,0.1667,16,7680,70,150.0,0.0,150.0,1.0,0.7292,0.0625,1,0,1,0.0625,0.0,0.0625,0,0.75,0.25,0.9375,12,15,16,0.0,0.0,0.0,0.0625,0.0,1.0,0.0,1.0,0,0,0.6667,3,2,0.5155,0.1,0.0625,0.5625,0.0625,0.1875,0.0,0.0,0.6667,0.0,0.0,0.0,-0.0,0.0,enter_inner,obstacle,0.98,0.0
9,-10.0,-9.76,0,0.0,0.0,2,960,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.5,0.0,0.5,0,1.0,0.0,1.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.5286,0.1,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outer_patrol_a,road_edge,0.98,0.0
10,-1.4928,-0.7282,0,3.0,0.5,27,12960,70,150.0,0.8246,150.8246,1.0,1.2963,0.1111,1,0,1,0.037,0.0,0.037,0,0.6667,0.3333,0.8519,18,23,27,0.2749,0.2749,1.2782,0.1481,0.25,0.75,0.0,0.75,0,0,0.625,8,5,0.5568,0.1,0.0741,0.8889,0.037,0.2963,0.0,0.0,0.625,0.0,0.0,0.0,0.5623,0.0,return_outer,obstacle,0.98,0.0
11,-10.0,-10.02,0,0.0,0.0,11,5280,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.0909,0.0,0.0909,0,0.7273,0.2727,1.0,8,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4,5,2,0.5043,0.1,0.0,0.8182,0.0,0.4545,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,outer_patrol_a,road_edge,0.98,0.0
12,-0.574,-0.28,0,2.0,0.3333,16,7680,70,150.0,0.0,150.0,1.0,1.4583,0.125,1,0,1,0.0625,0.0,0.0625,0,0.8125,0.1875,0.875,13,14,16,0.0,0.0,0.0,0.125,0.0,1.0,0.0,1.0,0,0,0.4,5,2,0.5332,0.1,0.0625,0.9375,0.0,0.3125,0.0,0.0,0.4,0.0,0.0,0.0,-0.0,0.0,inner_patrol,obstacle,0.98,0.0
13,-9.881,-4.82,0,1.0,0.1667,15,7200,70,150.0,0.0,150.0,1.0,0.7778,0.0667,1,0,1,0.0667,0.0,0.0667,0,0.8,0.2,0.9333,12,14,15,0.0,0.0,0.0,0.0667,0.0,1.0,0.0,1.0,0,0,0.5,2,1,0.5098,0.1,0.0667,0.6667,0.0,0.1333,0.0,0.0,0.5,0.0,0.0,0.0,-0.0,0.0,enter_inner,obstacle,0.98,0.0
14,58.4085,28.4919,1,6.0,1.0,42,20160,42,138.0,1.6052,139.6052,0.6,1.6667,0.1429,0,0,0,0.0,0.0,0.0,0,0.7143,0.2857,0.8571,30,36,42,0.321,0.321,2.4881,0.1429,0.3333,0.6667,0.0,0.6667,0,0,1.0,9,9,0.5387,0.1,0.0476,0.7857,0.0,0.2143,0.0,0.0,1.0,0.0,0.0,0.0,0.6365,0.0,completed,,0.98,0.0
