method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_nominal_completion_time_seconds_all,avg_latency_time_seconds_all,avg_completion_time_seconds_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
LACM w/o SELECT,UGV Street Patrol Parking,5000,5000,34.3584,17.8268,0.316,0.5744,29.3692,14097.216,61.7006,146.4431,1.1789,147.622,0.8814,1.2131,0.104,0.6684,0.0156,0.684,0.0449,0.0007,0.0457,0.7744,0.2256,0.881,0.0,0.3239,0.3239,1.8272,0.1186,0.303,0.6304,0.0,0.6304,0.0,0.0,0.6765,8.1924,5.91,0.5454,0.1,0.0843,0.7553,0.0322,0.2706,0.0,0.0,0.6765,0.0,0.0,0.0,0.4054,0.0,70486080,Chapter 3 Patrol Ablation,lacm_wo_select,patrol,43
LACM w/o FOLLOW,UGV Street Patrol Parking,5000,5000,39.0434,21.4073,0.3576,0.5257,25.2714,12130.272,59.3616,145.4407,0.8425,146.2832,0.848,1.0612,0.091,0.6424,0.0,0.6424,0.0989,0.0,0.0989,0.8328,0.1672,0.8842,0.0,0.2129,0.2129,1.3059,0.1217,0.174,0.0,0.5172,0.5172,0.0,0.0,0.6052,7.6886,5.1616,0.546,0.1,0.0901,0.7489,0.0362,0.2754,0.0,0.0,0.6052,0.0,0.0,0.0,0.2817,0.0,60651360,Chapter 3 Patrol Ablation,lacm_wo_follow,patrol,43
LACM,UGV Street Patrol Parking,5000,5000,46.2961,25.9508,0.4524,0.6651,30.4556,14618.688,56.7398,144.3171,0.7014,145.0184,0.8106,1.3803,0.1183,0.535,0.0126,0.5476,0.0369,0.0006,0.0375,0.8057,0.1943,0.8603,0.0,0.1858,0.1858,1.0871,0.1394,0.168,0.2339,0.5384,0.7724,0.0,0.0,0.6619,8.8192,6.0458,0.5516,0.1,0.0994,0.7607,0.0393,0.2815,0.0,0.0,0.6619,0.0,0.0,0.0,0.548,0.0,73093440,Chapter 3 Patrol Ablation,lacm,patrol,43
