method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
DK-ABS,UGV Street Patrol Parking,5000,5000,49.8741,28.1513,0.3488,0.6396,32.1376,15426.048,59.761,0.8537,1.2186,0.1045,0.651,0.0,0.651,0.048,0.0,0.048,0.4209,0.5791,0.4723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5654,9.6626,5.5282,0.554,0.1,0.1073,0.7618,0.0433,0.2867,0.0,0.0,0.5654,0.0,0.0,0.0,1.0735,0.0,77130240,Chapter 2 Patrol Ablation,dkabs,patrol,44
DK-ABS w/o DK,UGV Street Patrol Parking,5000,5000,38.0248,21.3612,0.2818,0.513,26.4526,12697.248,61.4976,0.8785,1.048,0.0898,0.7182,0.0,0.7182,0.0773,0.0,0.0773,0.2869,0.7131,0.3307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5705,7.7058,4.7022,0.5447,0.1,0.0874,0.7471,0.0362,0.2729,0.0,0.0,0.5705,0.0,0.0,0.0,1.033,0.0,63486240,Chapter 2 Patrol Ablation,dkabs_wo_dk,patrol,44
DK-ABS w/o OS,UGV Street Patrol Parking,5000,5000,42.7901,24.0408,0.2782,0.5587,27.5304,13214.592,61.386,0.8769,1.2042,0.1032,0.6586,0.0632,0.7218,0.052,0.0034,0.0553,0.3574,0.6426,0.3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6452,8.464,5.5806,0.5548,0.1,0.1146,0.7583,0.0472,0.2938,0.0,0.0,0.6452,0.0,0.0,0.0,0.9743,0.0,66072960,Chapter 2 Patrol Ablation,dkabs_wo_os,patrol,44
