method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
DK-ABS,UGV Complex Road Passage,4000,4000,71.5385,126.46,0.6735,0.7833,13.1598,4211.12,36.564,0.4571,4.508,0.3381,0.3265,0.0,0.3265,0.0596,0.0,0.0596,0.5385,0.4615,0.6915,1.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385,4.5267,2.3923,0.4796,0.1,0.2669,0.4507,0.0566,0.3219,0.0,0.0,0.5385,0.0,0.0,0.0,1.5883,0.0,16844480,Chapter 2 Road Ablation,dkabs,road,44
DK-ABS w/o DK,UGV Complex Road Passage,4000,4000,65.6198,113.2581,0.5855,0.7197,12.7945,4094.24,42.4835,0.531,4.1913,0.3143,0.4145,0.0,0.4145,0.073,0.0,0.073,0.4296,0.5704,0.6053,1.5773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5077,4.2683,2.23,0.4723,0.1,0.2674,0.4323,0.0487,0.3144,0.0,0.0,0.5077,0.0,0.0,0.0,1.5032,0.0,16376960,Chapter 2 Road Ablation,dkabs_wo_dk,road,44
DK-ABS w/o OS,UGV Complex Road Passage,4000,4000,57.5897,96.8879,0.4795,0.6291,10.3885,3324.32,48.5643,0.6071,4.3842,0.3288,0.5025,0.018,0.5205,0.1045,0.0017,0.1062,0.5105,0.4895,0.5492,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014,3.5535,1.9078,0.4605,0.1,0.2693,0.412,0.0516,0.3144,0.0,0.0,0.5014,0.0,0.0,0.0,1.364,0.0,13297280,Chapter 2 Road Ablation,dkabs_wo_os,road,44
