method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_nominal_completion_time_seconds_all,avg_latency_time_seconds_all,avg_completion_time_seconds_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
LACM,UGV Street Patrol Parking,5000,5000,45.7511,25.6122,0.4478,0.6608,30.2902,14539.296,56.8876,144.3804,0.71,145.0904,0.8127,1.3763,0.118,0.5462,0.0,0.5462,0.0262,0.0,0.0262,0.8048,0.1952,0.8599,0.0,0.1845,0.1845,1.1005,0.14,0.1659,0.2276,0.5425,0.7701,0.0,0.0,0.6628,8.7776,5.9898,0.5514,0.1,0.099,0.7608,0.0388,0.2826,0.0,0.0,0.6628,0.0,0.0,0.0,0.5348,0.0,72696480,Chapter 4 Patrol Comparison,lacm,patrol,44
Oracle,UGV Street Patrol Parking,5000,5000,80.9287,39.4774,0.8178,0.95,37.9,18192.0,39.515,,,,0.5645,1.7947,0.1538,0.1376,0.01,0.1476,0.0038,0.0003,0.0041,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6671,11.2438,7.3528,0.5605,0.1,0.1135,0.7758,0.0418,0.2923,0.0,0.0,0.6671,0.0,0.0,0.0,1.1588,0.0,90960000,Chapter 4 Patrol Comparison,oracle,patrol,44
EFSR,UGV Street Patrol Parking,5000,5000,55.0083,26.8333,0.5016,0.788,28.2456,13557.888,53.8228,,,,0.7689,1.3706,0.1175,0.424,0.0346,0.4586,0.0332,0.0026,0.0358,0.7007,0.2993,0.8421,0.0,0.2304,1.2317,3.4233,0.138,0.0358,0.681,0.2832,0.9642,2.298,6.6622,0.3252,7.8092,2.3724,0.5491,0.1,0.0931,0.7582,0.0358,0.2754,0.4737,0.3252,0.3282,0.3363,0.0569,0.0572,0.6605,0.5751,67789440,Chapter 4 Patrol Comparison,efsr,patrol,44
