suite,method_key,method,scenario,scenario_key,seed_count,avg_behavior_entropy_all_mean,avg_behavior_entropy_all_std,avg_behavior_entropy_all_min,avg_behavior_entropy_all_max,avg_collision_rate_all_mean,avg_collision_rate_all_std,avg_collision_rate_all_min,avg_collision_rate_all_max,avg_collisions_all_mean,avg_collisions_all_std,avg_collisions_all_min,avg_collisions_all_max,avg_compensation_utilization_all_mean,avg_compensation_utilization_all_std,avg_compensation_utilization_all_min,avg_compensation_utilization_all_max,avg_completion_time_steps_all_mean,avg_completion_time_steps_all_std,avg_completion_time_steps_all_min,avg_completion_time_steps_all_max,avg_critical_event_rate_all_mean,avg_critical_event_rate_all_std,avg_critical_event_rate_all_min,avg_critical_event_rate_all_max,avg_critical_events_all_mean,avg_critical_events_all_std,avg_critical_events_all_min,avg_critical_events_all_max,avg_critical_safe_all_mean,avg_critical_safe_all_std,avg_critical_safe_all_min,avg_critical_safe_all_max,avg_equivalent_env_steps_all_mean,avg_equivalent_env_steps_all_std,avg_equivalent_env_steps_all_min,avg_equivalent_env_steps_all_max,avg_follow_ratio_all_mean,avg_follow_ratio_all_std,avg_follow_ratio_all_min,avg_follow_ratio_all_max,avg_hazard_step_ratio_all_mean,avg_hazard_step_ratio_all_std,avg_hazard_step_ratio_all_min,avg_hazard_step_ratio_all_max,avg_high_risk_step_ratio_all_mean,avg_high_risk_step_ratio_all_std,avg_high_risk_step_ratio_all_min,avg_high_risk_step_ratio_all_max,avg_idle_ratio_all_mean,avg_idle_ratio_all_std,avg_idle_ratio_all_min,avg_idle_ratio_all_max,avg_intervention_rate_all_mean,avg_intervention_rate_all_std,avg_intervention_rate_all_min,avg_intervention_rate_all_max,avg_latency_penalty_all_mean,avg_latency_penalty_all_std,avg_latency_penalty_all_min,avg_latency_penalty_all_max,avg_normalized_completion_time_all_mean,avg_normalized_completion_time_all_std,avg_normalized_completion_time_all_min,avg_normalized_completion_time_all_max,avg_observed_risk_all_mean,avg_observed_risk_all_std,avg_observed_risk_all_min,avg_observed_risk_all_max,avg_planner_accuracy_all_mean,avg_planner_accuracy_all_std,avg_planner_accuracy_all_min,avg_planner_accuracy_all_max,avg_planner_legal_ratio_all_mean,avg_planner_legal_ratio_all_std,avg_planner_legal_ratio_all_min,avg_planner_legal_ratio_all_max,avg_planner_miss_ratio_all_mean,avg_planner_miss_ratio_all_std,avg_planner_miss_ratio_all_min,avg_planner_miss_ratio_all_max,avg_progress_per_step_all_mean,avg_progress_per_step_all_std,avg_progress_per_step_all_min,avg_progress_per_step_all_max,avg_red_light_exposure_ratio_all_mean,avg_red_light_exposure_ratio_all_std,avg_red_light_exposure_ratio_all_min,avg_red_light_exposure_ratio_all_max,avg_reward_all_mean,avg_reward_all_std,avg_reward_all_min,avg_reward_all_max,avg_risk_exposure_all_mean,avg_risk_exposure_all_std,avg_risk_exposure_all_min,avg_risk_exposure_all_max,avg_route_efficiency_all_mean,avg_route_efficiency_all_std,avg_route_efficiency_all_min,avg_route_efficiency_all_max,avg_safety_entropy_all_mean,avg_safety_entropy_all_std,avg_safety_entropy_all_min,avg_safety_entropy_all_max,avg_safety_interventions_all_mean,avg_safety_interventions_all_std,avg_safety_interventions_all_min,avg_safety_interventions_all_max,avg_safety_precision_all_mean,avg_safety_precision_all_std,avg_safety_precision_all_min,avg_safety_precision_all_max,avg_safety_recall_all_mean,avg_safety_recall_all_std,avg_safety_recall_all_min,avg_safety_recall_all_max,avg_safety_saved_all_mean,avg_safety_saved_all_std,avg_safety_saved_all_min,avg_safety_saved_all_max,avg_safety_success_rate_all_mean,avg_safety_success_rate_all_std,avg_safety_success_rate_all_min,avg_safety_success_rate_all_max,avg_score_all_mean,avg_score_all_std,avg_score_all_min,avg_score_all_max,avg_select_ratio_all_mean,avg_select_ratio_all_std,avg_select_ratio_all_min,avg_select_ratio_all_max,avg_stage_latency_seconds_all_mean,avg_stage_latency_seconds_all_std,avg_stage_latency_seconds_all_min,avg_stage_latency_seconds_all_max,avg_stage_ratio_all_mean,avg_stage_ratio_all_std,avg_stage_ratio_all_min,avg_stage_ratio_all_max,avg_steer_left_ratio_all_mean,avg_steer_left_ratio_all_std,avg_steer_left_ratio_all_min,avg_steer_left_ratio_all_max,avg_steer_right_ratio_all_mean,avg_steer_right_ratio_all_std,avg_steer_right_ratio_all_min,avg_steer_right_ratio_all_max,avg_steps_all_mean,avg_steps_all_std,avg_steps_all_min,avg_steps_all_max,avg_stop_ratio_all_mean,avg_stop_ratio_all_std,avg_stop_ratio_all_min,avg_stop_ratio_all_max,avg_success_all_mean,avg_success_all_std,avg_success_all_min,avg_success_all_max,avg_target_hits_all_mean,avg_target_hits_all_std,avg_target_hits_all_min,avg_target_hits_all_max,avg_unsafe_event_rate_all_mean,avg_unsafe_event_rate_all_std,avg_unsafe_event_rate_all_min,avg_unsafe_event_rate_all_max,avg_unsafe_rate_all_mean,avg_unsafe_rate_all_std,avg_unsafe_rate_all_min,avg_unsafe_rate_all_max,avg_violation_rate_all_mean,avg_violation_rate_all_std,avg_violation_rate_all_min,avg_violation_rate_all_max,avg_violations_all_mean,avg_violations_all_std,avg_violations_all_min,avg_violations_all_max,avg_wait_ratio_all_mean,avg_wait_ratio_all_std,avg_wait_ratio_all_min,avg_wait_ratio_all_max,avg_wait_time_all_mean,avg_wait_time_all_std,avg_wait_time_all_min,avg_wait_time_all_max,episodes_mean,episodes_std,episodes_min,episodes_max,summary_window_mean,summary_window_std,summary_window_min,summary_window_max,total_equivalent_env_steps_mean,total_equivalent_env_steps_std,total_equivalent_env_steps_min,total_equivalent_env_steps_max
Chapter 4 Patrol Ablation,efsr,EFSR,UGV Street Patrol Parking,patrol,3,0.656,0.0032,0.6525,0.6586,0.0317,0.0014,0.0305,0.0332,0.412,0.0104,0.4052,0.424,0.9647,0.0004,0.9643,0.965,53.3227,0.1994,53.128,53.5264,0.2764,0.0019,0.275,0.2785,7.8388,0.0258,7.8092,7.8562,3.6657,0.0182,3.6454,3.6806,13632.096,116.1887,13556.928,13765.92,0.6819,0.0024,0.6793,0.6839,0.7587,0.0009,0.758,0.7598,0.0931,0.0003,0.0929,0.0934,0.1378,0.0012,0.1364,0.1387,0.4687,0.0095,0.4578,0.4748,3.4519,0.0389,3.42,3.4952,0.7618,0.0029,0.759,0.7647,0.1,0.0,0.1,0.1,0.7,0.0012,0.699,0.7014,0.8417,0.0016,0.8405,0.8435,0.3,0.0012,0.2986,0.301,0.1183,0.0011,0.1173,0.1194,0.0356,0.0004,0.0353,0.036,27.0549,0.0674,26.9859,27.1205,0.5492,0.0005,0.5486,0.5496,1.3801,0.0122,1.3685,1.3928,0.5755,0.0003,0.5753,0.5758,6.4703,0.0166,6.4528,6.4858,0.4605,0.001,0.4594,0.4613,0.4476,0.0005,0.4471,0.448,3.2217,0.0134,3.2066,3.2322,0.4605,0.001,0.4594,0.4613,55.4626,0.1381,55.3211,55.5971,0.2827,0.0021,0.2808,0.285,1.2333,0.0127,1.2193,1.2442,0.7886,0.0014,0.7877,0.7902,0.0571,0.0002,0.0569,0.0573,0.0572,0.0001,0.0571,0.0573,28.4002,0.2421,28.2436,28.679,0.3359,0.0003,0.3357,0.3362,0.5033,0.0032,0.5012,0.507,0.0,0.0,0.0,0.0,0.0345,0.0017,0.033,0.0363,0.4464,0.0106,0.439,0.4586,0.0028,0.0003,0.0025,0.0031,0.0344,0.0005,0.0338,0.0348,0.0353,0.0004,0.035,0.0357,0.2279,0.0034,0.225,0.2317,5000.0,0.0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,68160480.0,580943.3873,67784640.0,68829600.0
Chapter 4 Patrol Ablation,efsr_wo_ef,EFSR w/o EF,UGV Street Patrol Parking,patrol,3,0.6197,0.0022,0.6173,0.6216,0.0517,0.0017,0.0502,0.0536,0.5207,0.0024,0.5192,0.5234,0.9657,0.0009,0.9647,0.9664,60.1577,0.3827,59.838,60.5818,0.2689,0.0012,0.2677,0.2701,8.3916,0.0517,8.332,8.4234,2.0124,0.024,1.9848,2.0288,11127.168,190.3882,10907.328,11237.76,0.7012,0.0031,0.6976,0.7032,0.7422,0.0016,0.7404,0.7433,0.0822,0.0006,0.0816,0.0828,0.1182,0.0023,0.1155,0.1196,0.6426,0.0217,0.6294,0.6676,2.6428,0.0736,2.558,2.6895,0.8594,0.0055,0.8548,0.8655,0.1,0.0,0.1,0.1,0.7126,0.0032,0.7089,0.7146,0.8672,0.0024,0.8657,0.87,0.2874,0.0032,0.2854,0.2911,0.097,0.0024,0.0942,0.0986,0.0321,0.0001,0.032,0.0322,22.1622,0.0322,22.1315,22.1958,0.5425,0.0003,0.5422,0.5428,1.1317,0.0284,1.099,1.1499,0.5365,0.0005,0.536,0.5369,6.9219,0.0572,6.8588,6.9704,0.2483,0.0044,0.2432,0.2512,0.2339,0.0035,0.2299,0.236,1.7885,0.0239,1.7624,1.8094,0.2483,0.0044,0.2432,0.2512,45.4325,0.066,45.3696,45.5013,0.2645,0.0036,0.2614,0.2684,1.0829,0.0215,1.0587,1.1,0.7478,0.0008,0.7472,0.7487,0.0518,0.0001,0.0517,0.0518,0.0517,0.0,0.0517,0.0517,23.1816,0.3966,22.7236,23.412,0.3158,0.0006,0.3152,0.3162,0.4499,0.0009,0.449,0.4508,0.0,0.0,0.0,0.0,0.0563,0.002,0.0545,0.0585,0.5672,0.0045,0.5624,0.5714,0.0046,0.0004,0.0042,0.0049,0.0465,0.0048,0.0432,0.052,0.0343,0.0009,0.0336,0.0353,0.2436,0.0083,0.2354,0.2519,5000.0,0.0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,55635840.0,951941.0536,54536640.0,56188800.0
Chapter 4 Patrol Ablation,efsr_wo_rv,EFSR w/o RV,UGV Street Patrol Parking,patrol,3,0.5748,0.0047,0.5709,0.58,0.0619,0.0007,0.0615,0.0627,0.5208,0.0067,0.514,0.5274,0.9703,0.0016,0.9686,0.9716,62.4399,0.2132,62.1948,62.5824,0.2623,0.0003,0.2621,0.2627,9.013,0.0642,8.9438,9.0706,2.5375,0.0355,2.5116,2.578,10137.664,82.3191,10043.904,10198.08,0.7251,0.0018,0.7231,0.7267,0.7375,0.0021,0.7363,0.7399,0.0751,0.0013,0.074,0.0765,0.1074,0.0014,0.1064,0.109,0.8451,0.0249,0.8276,0.8736,2.3145,0.0206,2.2918,2.3321,0.892,0.003,0.8885,0.894,0.1,0.0,0.1,0.1,0.7304,0.0017,0.7284,0.7315,0.8798,0.0014,0.8782,0.8808,0.2696,0.0017,0.2685,0.2716,0.0867,0.0006,0.0861,0.0871,0.03,0.0009,0.0291,0.0308,20.59,0.0963,20.5014,20.6925,0.5387,0.0007,0.5381,0.5394,1.0122,0.0064,1.0049,1.0164,0.5456,0.0004,0.5452,0.5459,7.5843,0.0559,7.5236,7.6338,0.2861,0.0027,0.2831,0.2883,0.2732,0.0027,0.2704,0.2757,2.2799,0.0234,2.2616,2.3062,0.2861,0.0027,0.2831,0.2883,42.2096,0.1974,42.028,42.4197,0.2453,0.0011,0.2441,0.2462,1.0021,0.0089,0.9961,1.0123,0.7242,0.0019,0.7225,0.7262,0.0528,0.0002,0.0526,0.053,0.053,0.0003,0.0527,0.0532,21.1201,0.1715,20.9248,21.246,0.3203,0.0002,0.3201,0.3205,0.427,0.0057,0.4236,0.4336,0.0,0.0,0.0,0.0,0.0667,0.0009,0.0661,0.0677,0.5649,0.0066,0.5584,0.5716,0.0048,0.0003,0.0045,0.005,0.0441,0.0004,0.0436,0.0444,0.0297,0.0016,0.0284,0.0314,0.217,0.0136,0.2081,0.2326,5000.0,0.0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,50688320.0,411595.2653,50219520.0,50990400.0
