episode,runtime_sec,steps,reward,failure_reason,task1_success,task2_success,task3_success,task4_success,task5_success,task6_success,task1_steps,task2_steps,task3_steps,task4_steps,task5_steps,task6_steps,llm_time_task1,llm_time_task2,llm_time_task3,llm_time_task4,llm_time_task5,llm_time_task6,cur_skill_calls,third_reward10_count,third_reward10_three,collision_flag
295,41.613359,416,97.975,,1,1,1,1,1,1,92,72,104,36,76,36,0.935700,0.957080,0.970097,0.912375,1.045557,0.942365,"0,1,2,3,4,5",2,0,0
296,11.317309,116,7.000,collision,1,0,0,0,0,0,112,4,0,0,0,0,0.979455,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
297,47.812751,480,97.966,,1,1,1,1,1,1,96,120,100,36,80,48,1.066254,0.917731,0.914342,1.076954,1.066296,1.014714,"0,1,2,3,4,5",2,0,0
298,50.321199,504,97.973,,1,1,1,1,1,1,100,100,140,32,84,48,1.014279,1.038807,0.986210,0.931746,0.914708,0.969509,"0,1,2,3,4,5",2,0,0
299,11.818466,120,7.976,collision,1,0,0,0,0,0,108,12,0,0,0,0,1.055334,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
300,45.832636,460,98.000,,1,1,1,1,1,1,100,96,104,36,80,44,1.060868,1.076684,0.926860,1.063119,0.954800,1.016207,"0,1,2,3,4,5",2,0,0
301,24.213185,244,16.807,collision,1,1,0,0,0,0,132,104,8,0,0,0,1.005384,0.982260,0.000000,0.000000,0.000000,0.000000,"0,1",0,0,1
302,9.827573,100,6.994,collision,1,0,0,0,0,0,92,8,0,0,0,0,0.972148,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
303,9.736694,100,6.967,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.941243,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
304,11.200657,112,7.973,collision,1,0,0,0,0,0,104,8,0,0,0,0,0.931502,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
305,11.119090,112,6.989,collision,1,0,0,0,0,0,108,4,0,0,0,0,1.074179,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
306,43.021209,432,98.000,,1,1,1,1,1,1,100,76,100,32,80,44,1.042012,1.058256,1.057825,0.953528,0.937340,0.946275,"0,1,2,3,4,5",2,0,0
307,11.230186,112,7.000,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.019498,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
308,10.914072,112,6.975,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.028622,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
309,45.131477,452,97.930,,1,1,1,1,1,1,108,72,124,32,80,36,1.050231,1.000000,1.046901,1.047906,0.991851,1.077509,"0,1,2,3,4,5",2,0,0
310,46.128130,464,97.958,,1,1,1,1,1,1,100,100,104,40,76,44,1.023613,0.938153,0.923297,0.990634,0.965537,0.960451,"0,1,2,3,4,5",2,0,0
311,44.407915,444,97.958,,1,1,1,1,1,1,96,68,100,32,112,36,0.921226,1.060829,0.924769,1.066693,1.065057,1.021769,"0,1,2,3,4,5",2,0,0
312,9.334308,96,7.000,collision,1,0,0,0,0,0,92,4,0,0,0,0,1.001889,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
313,10.503158,108,6.959,collision,1,0,0,0,0,0,96,12,0,0,0,0,1.010825,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
314,47.035736,472,97.995,,1,1,1,1,1,1,92,104,112,40,80,44,1.072400,0.991998,1.056729,1.028438,0.967969,0.996645,"0,1,2,3,4,5",2,0,0
315,12.011500,120,7.000,collision,1,0,0,0,0,0,108,12,0,0,0,0,0.938146,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
316,12.822877,128,7.000,collision,0,0,0,0,0,0,128,0,0,0,0,0,0.929606,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
317,11.616375,116,7.974,collision,1,0,0,0,0,0,104,12,0,0,0,0,1.072966,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
318,48.318383,484,98.000,,1,1,1,1,1,1,92,120,100,48,80,44,1.039651,1.001881,0.942048,0.955611,0.989862,0.990141,"0,1,2,3,4,5",2,0,0
319,43.435151,436,97.966,,1,1,1,1,1,1,104,72,104,32,80,44,1.005227,0.939554,0.978132,0.961951,0.984607,0.971917,"0,1,2,3,4,5",2,0,0
320,41.630425,416,98.000,,1,1,1,1,1,1,92,68,108,32,76,40,1.018685,1.053206,1.027623,0.922842,0.927262,1.033191,"0,1,2,3,4,5",2,0,0
321,42.608084,428,62.990,collision,1,1,1,0,0,0,104,124,104,96,0,0,0.962169,1.041398,1.029290,1.074257,0.000000,0.000000,"0,1,2,3",2,0,1
322,41.018250,412,97.968,,1,1,1,1,1,1,88,72,104,32,72,44,1.068330,0.971041,1.015945,0.936435,0.973986,1.085356,"0,1,2,3,4,5",2,0,0
323,10.812105,108,7.968,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.036824,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
324,46.237219,464,97.970,,1,1,1,1,1,1,104,100,104,32,80,44,1.017868,1.079964,0.966754,0.978828,1.053592,1.057499,"0,1,2,3,4,5",2,0,0
325,9.828077,100,6.959,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.031713,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
326,42.686525,428,98.000,,1,1,1,1,1,1,96,72,104,36,80,40,1.044066,1.034449,1.005807,1.027347,0.987099,0.976162,"0,1,2,3,4,5",2,0,0
327,44.126757,444,98.000,,1,1,1,1,1,1,96,72,116,32,80,48,0.975924,0.943467,0.948883,1.081763,0.998641,0.951183,"0,1,2,3,4,5",2,0,0
328,43.120618,432,98.000,,1,1,1,1,1,1,96,72,104,36,80,44,0.935738,0.924216,1.063109,0.929206,1.049863,1.061430,"0,1,2,3,4,5",2,0,0
329,52.720564,528,97.929,,1,1,1,1,1,1,140,104,104,48,88,44,1.069853,0.917784,0.971641,1.049054,0.934608,0.978835,"0,1,2,3,4,5",2,0,0
330,10.320026,104,6.965,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.939306,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
331,10.922444,112,6.947,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.049896,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
332,46.709866,468,97.982,,1,1,1,1,1,1,96,112,100,32,84,44,0.940782,0.989844,0.984996,1.032836,0.953752,0.990988,"0,1,2,3,4,5",2,0,0
333,0.529605,8,-5.020,collision,0,0,0,0,0,0,8,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
334,0.632032,8,-5.025,collision,0,0,0,0,0,0,8,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
335,12.010433,120,6.958,collision,1,0,0,0,0,0,116,4,0,0,0,0,0.995461,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
336,45.694952,460,97.925,,1,1,1,1,1,1,104,72,108,52,80,44,0.977272,1.081625,1.088404,0.994150,0.961346,0.979794,"0,1,2,3,4,5",2,0,0
337,9.410610,96,7.000,collision,1,0,0,0,0,0,92,4,0,0,0,0,0.935901,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
338,10.924268,112,6.992,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.025941,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
339,10.917699,112,6.964,collision,1,0,0,0,0,0,108,4,0,0,0,0,1.010877,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
340,42.216641,424,98.000,,1,1,1,1,1,1,92,72,100,32,80,48,1.063360,1.064344,0.962367,1.048454,0.960107,1.074103,"0,1,2,3,4,5",2,0,0
341,47.826009,480,88.000,,1,1,1,1,1,1,96,84,104,72,80,44,0.937434,0.989862,1.081499,0.950534,0.992233,0.973959,"0,1,2,3,4,5",1,0,0
342,11.120463,112,7.987,collision,1,0,0,0,0,0,104,8,0,0,0,0,0.915759,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
343,0.818783,8,-5.035,collision,0,0,0,0,0,0,8,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
344,11.826749,120,6.880,collision,1,0,0,0,0,0,112,8,0,0,0,0,0.953436,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
345,10.607339,108,7.000,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.978714,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
346,50.022881,500,97.799,,1,1,1,1,1,1,128,100,104,52,76,40,1.078680,1.062174,1.028079,1.053558,0.935741,0.962683,"0,1,2,3,4,5",2,0,0
347,42.320597,424,97.930,,1,1,1,1,1,1,100,72,108,32,80,32,1.060469,1.036408,0.935961,1.038101,0.991827,0.911893,"0,1,2,3,4,5",2,0,0
348,10.260112,104,6.995,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.965246,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
349,0.091154,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
350,42.610473,428,97.996,,1,1,1,1,1,1,96,72,108,32,76,44,1.054010,0.993318,0.930950,1.073339,1.018483,0.913965,"0,1,2,3,4,5",2,0,0
351,10.211117,104,6.951,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.003823,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
352,44.122615,444,98.000,,1,1,1,1,1,1,100,72,108,36,80,48,0.936825,0.988301,1.021763,0.954331,0.986017,1.030709,"0,1,2,3,4,5",2,0,0
353,0.117405,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
354,11.028194,112,6.970,collision,1,0,0,0,0,0,108,4,0,0,0,0,1.086610,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
355,49.616765,496,98.000,,1,1,1,1,1,1,96,116,132,32,84,36,1.005734,1.002378,1.088150,1.010806,0.981311,0.995658,"0,1,2,3,4,5",2,0,0
356,42.631149,428,98.000,,1,1,1,1,1,1,96,68,104,44,72,44,1.025516,1.086719,0.956580,0.913933,1.053054,0.973082,"0,1,2,3,4,5",2,0,0
357,0.435051,4,-5.015,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
358,44.089516,444,97.983,,1,1,1,1,1,1,100,72,128,32,64,48,1.023984,1.050027,1.043439,0.970763,0.918932,1.009332,"0,1,2,3,4,5",2,0,0
359,0.118657,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
360,44.630645,448,107.999,,1,1,1,1,1,1,96,76,116,32,80,48,0.942492,1.051334,0.994672,1.036277,1.024782,1.057167,"0,1,2,3,4,5",3,1,0
361,44.811879,448,107.977,,1,1,1,1,1,1,100,100,96,32,80,40,0.921680,1.050832,0.993565,0.963854,0.918843,0.946912,"0,1,2,3,4,5",3,1,0
362,47.843331,480,107.970,,1,1,1,1,1,1,100,76,140,32,84,48,0.918514,1.078517,1.003887,1.089211,1.008829,0.956600,"0,1,2,3,4,5",3,1,0
363,47.200593,472,97.949,,1,1,1,1,1,1,100,72,128,48,84,40,1.046702,0.945545,0.975280,1.051695,1.067028,0.970788,"0,1,2,3,4,5",2,0,0
364,9.729806,100,6.963,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.933400,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
365,43.807784,440,87.944,,1,1,1,1,1,1,100,68,108,32,88,44,1.071280,1.044465,1.072172,0.980231,1.086445,0.999504,"0,1,2,3,4,5",1,0,0
366,12.443884,124,7.946,collision,1,0,0,0,0,0,116,8,0,0,0,0,1.000596,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
367,11.337495,116,7.970,collision,1,0,0,0,0,0,104,12,0,0,0,0,1.018552,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
368,42.819136,428,98.000,,1,1,1,1,1,1,100,72,104,32,80,40,1.009236,0.968834,0.925376,1.030056,0.965787,1.019542,"0,1,2,3,4,5",2,0,0
369,46.844886,468,97.965,,1,1,1,1,1,1,100,116,104,36,76,36,1.067757,0.974487,1.090821,0.960431,1.087571,1.081556,"0,1,2,3,4,5",2,0,0
370,10.894131,112,7.940,collision,1,0,0,0,0,0,100,12,0,0,0,0,0.924219,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
371,38.932999,392,63.000,collision,1,1,1,0,0,0,100,104,100,88,0,0,0.976411,1.055323,1.033389,1.082648,0.000000,0.000000,"0,1,2,3",2,0,1
372,10.238679,104,7.000,collision,1,0,0,0,0,0,96,8,0,0,0,0,0.936683,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
373,43.794621,440,97.997,,1,1,1,1,1,1,96,72,104,36,84,48,1.051728,0.917269,0.923104,1.051257,0.976966,0.980035,"0,1,2,3,4,5",2,0,0
374,43.510922,436,97.923,,1,1,1,1,1,1,112,68,104,32,80,40,1.013171,1.020027,1.033329,1.081692,0.977993,1.048485,"0,1,2,3,4,5",2,0,0
375,41.440788,416,97.978,,1,1,1,1,1,1,92,72,104,32,76,40,1.014374,1.005818,0.982672,1.028041,0.955933,0.931444,"0,1,2,3,4,5",2,0,0
376,21.414485,216,17.000,collision,1,1,0,0,0,0,100,108,8,0,0,0,0.958136,0.957859,0.000000,0.000000,0.000000,0.000000,"0,1",0,0,1
377,42.540588,428,97.949,,1,1,1,1,1,1,96,72,104,32,80,44,1.090556,0.962215,1.075412,0.999499,0.933056,1.064182,"0,1,2,3,4,5",2,0,0
378,47.004161,472,87.970,,1,1,1,1,1,1,100,92,112,32,88,48,0.992401,1.072904,0.991151,0.926804,1.032916,1.063323,"0,1,2,3,4,5",1,0,0
379,47.927230,480,97.967,,1,1,1,1,1,1,92,72,152,40,80,44,0.968339,0.973255,0.922651,1.008655,1.071559,1.064417,"0,1,2,3,4,5",2,0,0
380,10.306491,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.002646,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
381,0.129389,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
382,43.510169,436,98.000,,1,1,1,1,1,1,104,72,104,32,80,44,0.936013,1.053387,0.915711,1.010608,0.977424,1.055784,"0,1,2,3,4,5",2,0,0
383,45.440153,456,107.939,,1,1,1,1,1,1,104,92,104,32,80,44,1.010356,1.021224,0.926500,0.966711,1.091067,1.039718,"0,1,2,3,4,5",3,1,0
384,43.604255,436,97.951,,1,1,1,1,1,1,100,68,108,36,80,44,1.005696,1.048672,1.059307,0.924289,1.086162,1.026825,"0,1,2,3,4,5",2,0,0
385,10.320720,104,6.962,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.026149,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
386,42.821829,428,97.973,,1,1,1,1,1,1,104,68,104,36,76,40,1.085062,0.988939,1.075033,0.920942,0.933334,0.938564,"0,1,2,3,4,5",2,0,0
387,10.430006,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.940633,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
388,45.214594,452,97.983,,1,1,1,1,1,1,100,92,100,40,80,40,1.038766,0.973310,1.080517,1.072211,1.063395,0.956106,"0,1,2,3,4,5",2,0,0
389,42.338359,424,98.000,,1,1,1,1,1,1,92,76,104,32,80,40,1.025387,1.009467,0.933533,0.965526,1.007117,1.001548,"0,1,2,3,4,5",2,0,0
390,12.400428,124,6.894,collision,1,0,0,0,0,0,120,4,0,0,0,0,0.941339,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
391,12.424071,124,6.976,collision,1,0,0,0,0,0,120,4,0,0,0,0,0.938734,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
392,12.217679,124,6.891,collision,1,0,0,0,0,0,116,8,0,0,0,0,1.040801,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
393,0.516118,8,-5.020,collision,0,0,0,0,0,0,8,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
394,11.021126,112,6.989,collision,1,0,0,0,0,0,100,12,0,0,0,0,1.012525,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
395,11.315951,116,7.000,collision,1,0,0,0,0,0,112,4,0,0,0,0,1.028300,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
396,45.908336,460,87.972,,1,1,1,1,1,1,120,68,116,32,80,44,0.986003,1.026083,1.000706,1.023981,0.963179,1.082506,"0,1,2,3,4,5",1,0,0
397,46.030054,460,97.945,,1,1,1,1,1,1,104,96,108,32,80,40,0.924117,0.921455,0.990191,0.998245,0.947741,1.019529,"0,1,2,3,4,5",2,0,0
398,11.617472,116,6.979,collision,1,0,0,0,0,0,112,4,0,0,0,0,0.967287,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
399,10.403501,104,7.000,collision,1,0,0,0,0,0,92,12,0,0,0,0,1.043251,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
400,10.320271,104,6.968,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.086693,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
401,13.625767,136,6.931,collision,0,0,0,0,0,0,136,0,0,0,0,0,0.977734,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
402,17.613582,176,7.000,collision,1,0,0,0,0,0,168,8,0,0,0,0,1.012170,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
403,11.619812,116,7.000,collision,0,0,0,0,0,0,116,0,0,0,0,0,0.994995,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
404,45.128442,452,87.982,,1,1,1,1,1,1,104,72,104,48,80,44,0.959149,0.955634,0.928427,0.963247,0.980170,1.021881,"0,1,2,3,4,5",1,0,0
405,2.411387,24,-5.115,collision,0,0,0,0,0,0,24,0,0,0,0,0,0.955694,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
406,10.031237,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.066868,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
407,48.108054,484,98.000,,1,1,1,1,1,1,96,100,128,36,80,44,0.915266,1.080402,1.002018,1.085157,0.949747,0.974550,"0,1,2,3,4,5",2,0,0
408,9.737587,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.920062,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
409,46.801737,468,97.957,,1,1,1,1,1,1,100,100,120,32,80,36,1.069934,1.028859,0.996087,1.007682,1.063613,0.987644,"0,1,2,3,4,5",2,0,0
410,44.728028,448,98.000,,1,1,1,1,1,1,112,68,108,36,80,44,1.070022,1.042062,1.048627,0.976917,0.983172,1.013703,"0,1,2,3,4,5",2,0,0
411,10.532188,108,7.000,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.946065,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
412,11.108747,112,7.937,collision,1,0,0,0,0,0,104,8,0,0,0,0,0.924200,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
413,46.839862,468,98.000,,1,1,1,1,1,1,100,104,108,36,80,40,1.048690,0.961382,1.089213,1.033585,0.932358,1.086650,"0,1,2,3,4,5",2,0,0
414,46.427013,464,97.945,,1,1,1,1,1,1,100,72,100,72,80,40,0.981964,1.053875,0.972105,1.080136,1.046981,0.946856,"0,1,2,3,4,5",2,0,0
415,11.816498,120,6.953,collision,1,0,0,0,0,0,116,4,0,0,0,0,1.002692,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
416,11.590813,116,6.991,collision,0,0,0,0,0,0,116,0,0,0,0,0,0.919128,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
417,52.322633,524,97.994,,1,1,1,1,1,1,120,104,96,64,96,44,0.935648,0.970985,0.995570,0.993376,1.020194,1.003873,"0,1,2,3,4,5",2,0,0
418,10.722148,108,6.982,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.970044,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
419,12.029560,120,6.891,collision,1,0,0,0,0,0,116,4,0,0,0,0,0.940229,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
420,48.910694,492,97.985,,1,1,1,1,1,1,104,112,120,36,72,48,1.044172,0.964900,0.971592,1.060198,1.006859,1.038697,"0,1,2,3,4,5",2,0,0
421,10.312332,104,6.935,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.964970,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
422,0.135604,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
423,0.104783,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
424,11.925651,120,6.942,collision,1,0,0,0,0,0,112,8,0,0,0,0,1.087508,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
425,11.619005,116,7.904,collision,1,0,0,0,0,0,108,8,0,0,0,0,1.054016,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
426,47.811706,480,108.000,,1,1,1,1,1,1,92,76,116,68,84,44,1.034928,0.915759,0.996664,1.084840,1.052064,1.049837,"0,1,2,3,4,5",3,1,0
427,44.246769,444,87.959,,1,1,1,1,1,1,100,72,108,32,88,44,1.015033,1.040979,1.015919,0.941701,1.024294,1.022622,"0,1,2,3,4,5",1,0,0
428,11.198934,112,6.962,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.062548,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
429,10.532897,108,6.945,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.033603,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
430,48.312114,484,98.000,,1,1,1,1,1,1,96,112,120,32,80,44,1.081002,0.930775,0.914400,0.967513,0.938260,1.034471,"0,1,2,3,4,5",2,0,0
431,10.842206,108,6.932,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.984968,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
432,9.896547,100,6.992,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.076821,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
433,10.825623,108,6.948,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.043544,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
434,10.506039,108,7.000,collision,1,0,0,0,0,0,92,16,0,0,0,0,0.935839,0.948343,0.000000,0.000000,0.000000,0.000000,"0,1",0,0,1
435,9.723000,100,6.960,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.942155,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
436,9.919830,100,6.949,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.972627,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
437,48.016228,480,97.978,,1,1,1,1,1,1,100,68,100,88,80,44,1.050058,1.040883,1.026874,1.035912,1.020899,0.945595,"0,1,2,3,4,5",2,0,0
438,45.739140,460,97.950,,1,1,1,1,1,1,100,72,100,36,104,48,0.955394,1.011514,0.951505,1.086256,0.964581,0.963093,"0,1,2,3,4,5",2,0,0
439,0.797842,8,-5.035,collision,0,0,0,0,0,0,8,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
440,11.726570,120,6.904,collision,1,0,0,0,0,0,116,4,0,0,0,0,1.037596,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
441,10.413383,104,6.966,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.932930,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
442,48.827457,488,97.999,,1,1,1,1,1,1,100,100,128,36,80,44,0.979373,1.087573,1.058442,1.082960,1.055965,0.963306,"0,1,2,3,4,5",2,0,0
443,10.921975,112,6.918,collision,1,0,0,0,0,0,108,4,0,0,0,0,0.962781,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
444,10.512572,108,6.970,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.973355,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
445,51.428627,516,98.000,,1,1,1,1,1,1,120,72,108,88,80,48,0.957158,0.997291,0.947359,1.007988,1.079084,1.036455,"0,1,2,3,4,5",2,0,0
446,10.429466,104,6.984,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.935703,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
447,47.721285,480,97.991,,1,1,1,1,1,1,116,72,136,32,80,44,1.016697,0.954651,1.031905,1.006649,1.026199,0.920417,"0,1,2,3,4,5",2,0,0
448,45.811033,460,108.000,,1,1,1,1,1,1,92,68,144,32,80,44,0.984935,1.040218,0.928522,1.049888,0.911886,1.010129,"0,1,2,3,4,5",3,1,0
449,45.827472,460,87.999,,1,1,1,1,1,1,100,72,132,32,80,44,1.078375,0.984264,1.079488,1.069250,0.996973,0.946909,"0,1,2,3,4,5",1,0,0
450,44.497543,448,97.954,,1,1,1,1,1,1,104,72,108,36,84,44,1.084645,0.968826,1.027361,1.074545,0.927082,1.014415,"0,1,2,3,4,5",2,0,0
451,0.125315,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
452,10.341044,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.041273,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
453,48.797810,488,98.000,,1,1,1,1,1,1,104,104,124,32,80,44,1.075502,0.942523,1.069946,0.942641,1.076693,1.090915,"0,1,2,3,4,5",2,0,0
454,10.817136,108,6.977,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.981620,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
455,11.826695,120,7.935,collision,1,0,0,0,0,0,104,16,0,0,0,0,1.079705,1.084320,0.000000,0.000000,0.000000,0.000000,"0,1",0,0,1
456,10.527245,108,7.000,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.077803,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
457,42.404747,424,98.000,,1,1,1,1,1,1,100,72,108,32,76,36,0.912637,1.013296,0.930286,1.088204,0.961933,1.089189,"0,1,2,3,4,5",2,0,0
458,13.217007,132,6.895,collision,1,0,0,0,0,0,128,4,0,0,0,0,1.008859,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
459,10.819744,108,7.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.080061,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
460,11.321778,116,6.952,collision,1,0,0,0,0,0,108,8,0,0,0,0,0.995274,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
461,10.318702,104,6.965,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.931253,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
462,43.130027,432,78.000,,1,1,1,1,1,1,92,72,116,36,80,36,0.993728,0.956927,0.943891,1.043695,1.053139,1.012687,"0,1,2,3,4,5",0,0,0
