episode,runtime_sec,steps,reward,failure_reason,task1_success,task2_success,task3_success,task4_success,task5_success,task6_success,task1_steps,task2_steps,task3_steps,task4_steps,task5_steps,task6_steps,llm_time_task1,llm_time_task2,llm_time_task3,llm_time_task4,llm_time_task5,llm_time_task6,cur_skill_calls,third_reward10_count,third_reward10_three,collision_flag
126,43.802049,440,87.995,,1,1,1,1,1,1,108,68,100,32,88,44,0.950245,1.036995,1.049229,0.941076,1.020372,1.045734,"0,1,2,3,4,5",1,0,0
127,51.316849,516,97.986,,1,1,1,1,1,1,124,104,124,48,76,40,0.931600,1.058319,1.084834,0.930453,0.915144,0.966443,"0,1,2,3,4,5",2,0,0
128,10.835492,108,6.937,collision,0,0,0,0,0,0,108,0,0,0,0,0,1.033014,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
129,10.113077,104,8.000,collision,1,0,0,0,0,0,92,12,0,0,0,0,1.083643,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
130,12.813258,128,6.930,collision,0,0,0,0,0,0,128,0,0,0,0,0,1.039779,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
131,11.166613,112,8.000,collision,1,0,0,0,0,0,100,12,0,0,0,0,0.924686,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
132,10.085752,104,6.957,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.023184,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
133,13.943843,140,6.823,collision,1,0,0,0,0,0,136,4,0,0,0,0,1.050145,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
134,43.091919,432,97.906,,1,1,1,1,1,1,104,72,100,32,80,44,1.018429,0.932773,1.088106,1.052022,0.973516,0.988157,"0,1,2,3,4,5",2,0,0
135,1.318791,16,-5.060,collision,0,0,0,0,0,0,16,0,0,0,0,0,1.059137,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
136,48.317877,484,97.919,,1,1,1,1,1,1,108,104,116,32,80,44,0.929977,1.084109,1.025229,1.060273,1.038394,0.989448,"0,1,2,3,4,5",2,0,0
137,43.011223,432,97.958,,1,1,1,1,1,1,96,72,104,36,80,44,1.043172,1.084916,0.959629,1.056628,1.007931,0.998083,"0,1,2,3,4,5",2,0,0
138,47.624357,476,108.000,,1,1,1,1,1,1,96,100,128,32,80,40,0.989432,1.042695,0.959315,1.064425,1.060710,0.926565,"0,1,2,3,4,5",3,1,0
139,10.218493,104,6.968,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.069808,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
140,46.020159,460,88.000,,1,1,1,1,1,1,96,100,108,36,80,40,1.064309,0.943714,0.949189,1.054838,0.972282,1.069273,"0,1,2,3,4,5",1,0,0
141,9.529339,96,7.000,collision,0,0,0,0,0,0,96,0,0,0,0,0,1.037376,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
142,45.410067,456,97.950,,1,1,1,1,1,1,100,72,108,48,84,44,0.960736,0.912118,1.080923,0.926423,1.040704,0.999025,"0,1,2,3,4,5",2,0,0
143,55.637124,556,52.924,collision,1,1,1,0,0,0,108,100,108,240,0,0,1.047582,1.035434,1.027346,0.998760,0.000000,0.000000,"0,1,2,3",1,0,1
144,10.005446,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.053907,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
145,11.156789,112,7.000,collision,1,0,0,0,0,0,100,12,0,0,0,0,0.950890,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
146,47.173007,472,87.879,,1,1,1,1,1,1,108,72,140,32,84,36,0.966156,1.015743,0.996249,1.006619,0.987642,1.045352,"0,1,2,3,4,5",1,0,0
147,0.125379,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
148,13.440313,136,7.000,collision,1,0,0,0,0,0,128,8,0,0,0,0,1.036564,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
149,48.193969,484,97.947,,1,1,1,1,1,1,104,108,108,36,80,48,0.956260,0.931877,0.944997,0.932545,1.007501,1.048292,"0,1,2,3,4,5",2,0,0
150,10.343922,104,8.000,collision,1,0,0,0,0,0,96,8,0,0,0,0,0.943842,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
151,10.811941,108,6.951,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.998190,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
152,10.002310,100,7.000,collision,0,0,0,0,0,0,100,0,0,0,0,0,1.086931,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
153,10.528264,108,6.947,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.005514,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
154,11.419666,116,7.904,collision,1,0,0,0,0,0,108,8,0,0,0,0,0.929060,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
155,10.815630,108,6.941,collision,1,0,0,0,0,0,100,8,0,0,0,0,0.951948,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
156,11.019398,112,8.000,collision,1,0,0,0,0,0,104,8,0,0,0,0,0.913505,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
157,49.118499,492,97.964,,1,1,1,1,1,1,100,72,140,64,76,40,0.960391,1.086077,1.010675,1.036653,0.933722,1.067438,"0,1,2,3,4,5",2,0,0
158,10.427309,104,6.979,collision,0,0,0,0,0,0,104,0,0,0,0,0,0.999390,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
159,44.016353,440,97.961,,1,1,1,1,1,1,96,68,108,40,80,48,1.068225,1.014392,0.995899,0.989922,0.944191,0.920231,"0,1,2,3,4,5",2,0,0
160,10.213411,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.080654,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
161,11.226705,112,6.986,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.059088,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
162,10.018339,100,6.992,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.924303,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
163,10.542320,108,6.946,collision,1,0,0,0,0,0,100,8,0,0,0,0,0.920609,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
164,10.023434,100,8.000,collision,1,0,0,0,0,0,92,8,0,0,0,0,1.012371,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
165,44.905799,452,98.000,,1,1,1,1,1,1,112,96,100,40,64,40,1.090042,0.932312,1.048695,1.019498,1.052421,0.951641,"0,1,2,3,4,5",2,0,0
166,10.531624,108,7.000,collision,1,0,0,0,0,0,96,12,0,0,0,0,1.005137,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
167,48.398642,484,97.972,,1,1,1,1,1,1,112,104,112,32,80,44,0.990738,1.065952,1.089463,0.966011,1.022867,1.020836,"0,1,2,3,4,5",2,0,0
168,10.222424,104,7.000,collision,1,0,0,0,0,0,96,8,0,0,0,0,1.044321,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
169,15.317491,156,6.945,collision,1,0,0,0,0,0,152,4,0,0,0,0,0.948398,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
170,9.725745,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.029966,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
171,46.411438,464,87.974,,1,1,1,1,1,1,104,100,104,32,80,44,0.942272,0.924272,0.911455,0.992119,1.017943,0.963452,"0,1,2,3,4,5",1,0,0
172,11.215555,112,6.945,collision,1,0,0,0,0,0,108,4,0,0,0,0,0.951797,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
173,10.926197,112,7.000,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.037618,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
174,10.821747,108,7.000,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.034804,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
175,10.706428,108,6.977,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.052913,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
176,45.126881,452,97.981,,1,1,1,1,1,1,96,76,100,52,80,48,1.030097,1.079201,0.987189,1.009089,1.027112,1.074629,"0,1,2,3,4,5",2,0,0
177,11.418218,116,7.928,collision,1,0,0,0,0,0,104,12,0,0,0,0,1.059917,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
178,10.728208,108,6.973,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.940837,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
179,10.018526,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.045910,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
180,44.211055,444,88.000,,1,1,1,1,1,1,100,68,116,36,80,44,0.962989,0.933410,1.035037,1.037067,1.080807,1.001485,"0,1,2,3,4,5",1,0,0
181,44.427437,444,97.939,,1,1,1,1,1,1,100,68,120,32,84,40,0.999164,0.925477,0.918123,0.988701,0.968125,0.956065,"0,1,2,3,4,5",2,0,0
182,12.012577,120,6.960,collision,1,0,0,0,0,0,116,4,0,0,0,0,0.927435,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
183,47.833739,480,97.932,,1,1,1,1,1,1,104,72,104,72,80,48,1.061578,1.014590,1.082265,1.091065,1.032092,0.959541,"0,1,2,3,4,5",2,0,0
184,12.410259,124,6.959,collision,1,0,0,0,0,0,120,4,0,0,0,0,0.918200,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
185,17.119287,172,6.981,collision,1,0,0,0,0,0,164,8,0,0,0,0,0.995718,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
186,45.201904,452,108.000,,1,1,1,1,1,1,96,68,136,36,80,36,1.030962,1.065123,0.970403,1.035949,0.962882,1.081294,"0,1,2,3,4,5",3,1,0
187,10.330917,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.057598,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
188,45.813095,460,97.966,,1,1,1,1,1,1,96,72,116,32,92,52,0.992904,0.966778,0.969225,1.085770,0.983788,1.003685,"0,1,2,3,4,5",2,0,0
189,10.526346,108,6.967,collision,1,0,0,0,0,0,92,16,0,0,0,0,0.944784,0.976143,0.000000,0.000000,0.000000,0.000000,"0,1",0,0,1
190,10.529820,108,6.976,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.047247,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
191,43.419028,436,97.963,,1,1,1,1,1,1,100,68,104,32,88,44,0.989914,1.036764,0.932861,1.086326,1.020682,0.954069,"0,1,2,3,4,5",2,0,0
192,47.764262,480,87.987,,1,1,1,1,1,1,104,104,104,32,88,48,0.939495,1.010225,1.010487,0.927758,1.089760,1.075496,"0,1,2,3,4,5",1,0,0
193,10.391537,104,6.973,collision,0,0,0,0,0,0,104,0,0,0,0,0,0.994128,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
194,50.417487,504,97.971,,1,1,1,1,1,1,100,72,140,72,80,40,0.932137,1.060653,1.000764,1.040130,1.003348,0.960223,"0,1,2,3,4,5",2,0,0
195,15.624892,156,6.955,collision,1,0,0,0,0,0,104,52,0,0,0,0,1.061415,1.087621,0.000000,0.000000,0.000000,0.000000,"0,1",0,0,1
196,43.812179,440,97.978,,1,1,1,1,1,1,100,72,104,36,84,44,0.954887,1.010086,0.979299,1.077074,1.002544,1.069400,"0,1,2,3,4,5",2,0,0
197,10.508426,108,7.000,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.066636,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
198,12.924456,132,7.000,collision,1,0,0,0,0,0,128,4,0,0,0,0,1.058815,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
199,11.127435,112,6.955,collision,0,0,0,0,0,0,112,0,0,0,0,0,0.964750,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
200,11.611290,116,7.911,collision,1,0,0,0,0,0,108,8,0,0,0,0,1.015889,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
201,42.622332,428,88.000,,1,1,1,1,1,1,96,68,104,36,80,44,0.999172,0.937582,1.008029,0.973178,1.010415,1.008877,"0,1,2,3,4,5",1,0,0
202,10.123518,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.993001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
203,9.615452,96,6.969,collision,0,0,0,0,0,0,96,0,0,0,0,0,0.944948,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
204,10.220156,104,6.960,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.036645,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
205,10.316503,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.953044,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
206,10.526114,108,6.938,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.918831,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
207,50.824008,508,98.000,,1,1,1,1,1,1,100,116,108,68,80,36,1.038018,1.057175,0.980527,1.030556,1.058843,1.087652,"0,1,2,3,4,5",2,0,0
208,44.931623,452,98.000,,1,1,1,1,1,1,88,100,104,32,84,44,1.068467,0.990294,1.005777,0.993319,1.041134,0.984843,"0,1,2,3,4,5",2,0,0
209,11.215197,112,7.000,collision,1,0,0,0,0,0,100,12,0,0,0,0,1.028956,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
210,41.909746,420,97.965,,1,1,1,1,1,1,100,68,104,32,76,40,0.995550,1.085623,0.972046,1.035821,1.028076,1.063814,"0,1,2,3,4,5",2,0,0
211,11.941004,120,6.929,collision,1,0,0,0,0,0,116,4,0,0,0,0,1.064543,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
212,51.397941,516,97.983,,1,1,1,1,1,1,104,148,100,32,88,44,0.979423,0.968068,1.040473,1.047375,1.068137,0.917426,"0,1,2,3,4,5",2,0,0
213,11.024025,112,7.949,collision,1,0,0,0,0,0,100,12,0,0,0,0,0.923312,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
214,0.127090,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
215,10.509023,108,7.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.090669,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
216,11.519817,116,7.930,collision,1,0,0,0,0,0,104,12,0,0,0,0,0.989133,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
217,10.024698,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.025157,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
218,10.624417,108,6.962,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.990890,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
219,49.810023,500,97.973,,1,1,1,1,1,1,100,124,104,52,76,44,1.073729,0.919243,1.054428,0.963840,0.978499,0.937178,"0,1,2,3,4,5",2,0,0
220,10.327229,104,7.000,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.006675,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
221,11.720990,120,6.903,collision,1,0,0,0,0,0,108,12,0,0,0,0,1.053768,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
222,51.322483,516,63.000,collision,1,1,1,0,0,0,124,104,100,188,0,0,0.924306,1.067889,1.022208,0.954016,0.000000,0.000000,"0,1,2,3",2,0,1
223,10.405176,104,6.959,collision,0,0,0,0,0,0,104,0,0,0,0,0,0.994059,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
224,9.813553,100,6.932,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.956736,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
225,50.027444,500,108.000,,1,1,1,1,1,1,96,80,124,84,80,36,0.939459,0.990624,0.972724,1.016861,1.026104,0.987449,"0,1,2,3,4,5",3,1,0
226,9.227808,92,7.000,collision,1,0,0,0,0,0,88,4,0,0,0,0,0.956029,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
227,43.896317,440,97.889,,1,1,1,1,1,1,112,88,108,32,64,36,0.946857,0.980100,0.998048,0.953714,1.013605,1.014562,"0,1,2,3,4,5",2,0,0
228,45.924265,460,107.966,,1,1,1,1,1,1,92,72,136,32,84,44,1.089829,0.964161,1.087186,1.029617,0.960410,1.012918,"0,1,2,3,4,5",3,1,0
229,49.008829,492,87.934,,1,1,1,1,1,1,104,124,108,32,80,44,1.034523,1.044349,0.919782,1.020250,1.000458,1.073843,"0,1,2,3,4,5",1,0,0
230,10.027844,100,8.000,collision,1,0,0,0,0,0,92,8,0,0,0,0,0.962527,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
231,44.721615,448,97.966,,1,1,1,1,1,1,104,68,112,36,80,48,1.020397,0.973660,1.024754,1.022834,1.032800,1.040889,"0,1,2,3,4,5",2,0,0
232,11.411818,116,8.000,collision,1,0,0,0,0,0,108,8,0,0,0,0,1.029746,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
233,48.436093,484,87.906,,1,1,1,1,1,1,124,104,104,32,76,44,1.024146,1.073213,1.027441,0.966644,0.990386,1.015392,"0,1,2,3,4,5",1,0,0
234,10.614434,108,6.966,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.042213,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
235,0.638523,8,-5.025,collision,0,0,0,0,0,0,8,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
236,10.797391,108,8.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.045629,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
237,9.243521,92,6.980,collision,0,0,0,0,0,0,92,0,0,0,0,0,0.934775,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
238,9.987375,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.008170,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
239,49.622285,496,97.901,,1,1,1,1,1,1,108,104,104,40,96,44,1.006594,1.075570,1.060628,0.957262,1.059552,0.997313,"0,1,2,3,4,5",2,0,0
240,11.323197,116,7.000,collision,1,0,0,0,0,0,108,8,0,0,0,0,1.056290,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
241,10.012763,100,6.952,collision,1,0,0,0,0,0,92,8,0,0,0,0,0.971984,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
242,46.258906,464,97.975,,1,1,1,1,1,1,116,72,100,48,84,44,1.084442,0.936310,1.085104,1.065973,1.040423,1.087628,"0,1,2,3,4,5",2,0,0
243,9.994656,100,6.974,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.085247,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
244,51.539693,516,98.000,,1,1,1,1,1,1,96,72,104,112,88,44,0.976855,1.053442,0.913493,1.007655,0.992942,1.032220,"0,1,2,3,4,5",2,0,0
245,9.698760,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.032106,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
246,43.014186,432,87.975,,1,1,1,1,1,1,100,72,104,32,80,44,1.059140,1.080401,0.930477,0.953138,0.915454,1.070275,"0,1,2,3,4,5",1,0,0
247,10.719364,108,7.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.012141,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
248,41.919459,420,98.000,,1,1,1,1,1,1,92,68,104,32,80,44,0.950844,0.921503,1.059418,1.075077,0.965405,0.984522,"0,1,2,3,4,5",2,0,0
249,10.915802,112,6.908,collision,1,0,0,0,0,0,108,4,0,0,0,0,0.936160,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
250,10.836357,108,6.990,collision,1,0,0,0,0,0,96,12,0,0,0,0,0.965794,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
251,14.011576,140,6.933,collision,0,0,0,0,0,0,140,0,0,0,0,0,0.928462,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
252,10.812516,108,6.919,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.070840,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
253,10.818156,108,7.000,collision,1,0,0,0,0,0,104,4,0,0,0,0,0.992733,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
254,48.427776,484,97.999,,1,1,1,1,1,1,112,96,108,48,80,40,1.044860,1.081414,0.985612,1.044726,0.938834,0.985704,"0,1,2,3,4,5",2,0,0
255,46.624961,468,97.918,,1,1,1,1,1,1,104,104,112,32,72,44,0.916871,0.977249,0.990868,1.082246,1.064263,0.928028,"0,1,2,3,4,5",2,0,0
256,11.306087,116,8.000,collision,1,0,0,0,0,0,104,12,0,0,0,0,0.982475,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
257,14.541034,148,7.882,collision,1,0,0,0,0,0,136,12,0,0,0,0,0.932996,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
258,47.213507,472,97.955,,1,1,1,1,1,1,92,72,100,68,100,40,0.992875,1.030392,1.026617,1.018583,0.914801,1.051787,"0,1,2,3,4,5",2,0,0
259,48.600277,488,97.955,,1,1,1,1,1,1,116,76,112,60,80,44,0.954868,0.933671,1.012688,0.923358,1.048610,0.948297,"0,1,2,3,4,5",2,0,0
260,49.814554,500,97.951,,1,1,1,1,1,1,104,92,108,68,84,44,0.949871,1.067661,0.970176,0.937059,1.073212,0.911478,"0,1,2,3,4,5",2,0,0
261,10.918599,112,7.000,collision,1,0,0,0,0,0,104,8,0,0,0,0,1.064741,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
262,48.636075,488,88.000,,1,1,1,1,1,1,100,104,108,48,84,44,0.934376,0.956171,0.942436,1.030093,0.915607,0.913634,"0,1,2,3,4,5",1,0,0
263,12.009532,120,7.904,collision,1,0,0,0,0,0,108,12,0,0,0,0,1.053192,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
264,10.814777,108,8.000,collision,1,0,0,0,0,0,96,12,0,0,0,0,1.005548,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
265,9.821407,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,1.001771,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
266,12.205205,124,6.978,collision,1,0,0,0,0,0,120,4,0,0,0,0,0.993507,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
267,44.934900,452,98.000,,1,1,1,1,1,1,92,72,128,32,84,44,0.921926,0.997267,0.983362,1.034586,0.999341,1.074399,"0,1,2,3,4,5",2,0,0
268,9.616092,96,7.000,collision,0,0,0,0,0,0,96,0,0,0,0,0,0.924211,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
269,45.214768,452,107.902,,1,1,1,1,1,1,100,72,120,32,88,40,0.925533,1.020661,0.922828,0.960110,1.025039,1.010049,"0,1,2,3,4,5",3,1,0
270,47.923422,480,97.971,,1,1,1,1,1,1,108,116,104,32,80,40,0.969567,1.089133,1.006570,0.992741,1.020125,0.928874,"0,1,2,3,4,5",2,0,0
271,10.812905,108,6.925,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.036819,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
272,10.612586,108,6.979,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.028238,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
273,58.430035,584,87.968,,1,1,1,1,1,1,204,104,104,52,80,40,1.040872,0.949580,0.992350,0.952124,0.972025,0.992940,"0,1,2,3,4,5",1,0,0
274,46.203824,464,97.932,,1,1,1,1,1,1,104,80,108,32,92,48,0.985915,0.928150,0.987851,1.030812,0.978402,0.938506,"0,1,2,3,4,5",2,0,0
275,50.824150,508,97.955,,1,1,1,1,1,1,112,116,124,32,80,44,1.077254,0.923238,1.060860,0.927785,0.928361,1.044081,"0,1,2,3,4,5",2,0,0
276,10.222750,104,7.000,collision,1,0,0,0,0,0,96,8,0,0,0,0,1.057220,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
277,14.826780,148,6.929,collision,0,0,0,0,0,0,148,0,0,0,0,0,1.016354,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
278,47.536441,476,97.975,,1,1,1,1,1,1,100,108,108,36,80,44,1.012160,0.970237,0.932086,0.974759,1.030874,1.046141,"0,1,2,3,4,5",2,0,0
279,10.396756,104,6.981,collision,1,0,0,0,0,0,100,4,0,0,0,0,1.067391,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
280,46.823605,468,97.945,,1,1,1,1,1,1,108,96,104,36,84,40,0.948451,1.029326,0.951397,0.930501,1.063275,0.977182,"0,1,2,3,4,5",2,0,0
281,10.527033,108,7.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.048369,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
282,36.719983,368,7.993,collision,1,0,0,0,0,0,356,12,0,0,0,0,1.056397,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
283,12.014509,120,6.983,collision,1,0,0,0,0,0,112,8,0,0,0,0,1.086544,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
284,44.422529,444,97.996,,1,1,1,1,1,1,112,72,112,32,72,44,1.021537,1.026789,0.915715,1.078306,1.060425,0.959056,"0,1,2,3,4,5",2,0,0
285,0.911157,12,-5.040,collision,0,0,0,0,0,0,12,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
286,11.411804,116,7.000,collision,1,0,0,0,0,0,112,4,0,0,0,0,1.067684,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
287,44.625045,448,98.000,,1,1,1,1,1,1,100,80,104,40,80,44,0.983165,0.935797,1.025041,0.916515,1.045385,0.949727,"0,1,2,3,4,5",2,0,0
288,9.919101,100,5.968,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.986647,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
289,11.304286,116,6.971,collision,1,0,0,0,0,0,104,12,0,0,0,0,0.977625,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
290,47.726734,480,97.893,,1,1,1,1,1,1,136,72,112,44,72,44,1.050921,1.013219,0.926303,0.920436,0.939315,1.022309,"0,1,2,3,4,5",2,0,0
291,11.232797,112,7.000,collision,0,0,0,0,0,0,112,0,0,0,0,0,1.032382,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
292,9.626981,96,7.000,collision,1,0,0,0,0,0,92,4,0,0,0,0,0.960195,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
293,47.024912,472,97.995,,1,1,1,1,1,1,100,80,112,44,84,52,0.931464,0.987710,0.962002,1.032502,0.998650,1.031171,"0,1,2,3,4,5",2,0,0
294,47.223888,472,98.000,,1,1,1,1,1,1,92,108,120,32,80,40,0.919158,0.982171,1.019017,0.912390,0.965306,0.949028,"0,1,2,3,4,5",2,0,0
