episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,-4.3296,-2.112,0,0.0,0.0,10,4800,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1,0.0,0.1,0,0.9,0.1,1.0,9,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,1,0.4977,0.1,0.0,0.5,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,outer_patrol_a,road_edge,0.98,0.0
4,4.9658,2.4223,0,2.0,0.3333,21,10080,70,150.0,1.694,151.694,1.0,1.1111,0.0952,1,0,1,0.0476,0.0,0.0476,0,0.8571,0.1429,0.8571,18,18,21,0.847,0.847,2.6257,0.1429,0.6667,0.0,0.3333,0.3333,0,0,0.5,6,3,0.5402,0.1,0.1905,0.7619,0.0,0.2857,0.0,0.0,0.5,0.0,0.0,0.0,0.6365,0.0,inner_patrol,obstacle,0.98,0.0
5,38.5781,18.8186,0,4.0,0.6667,41,19680,70,150.0,3.668,153.668,1.0,1.1382,0.0976,1,0,1,0.0244,0.0,0.0244,0,0.7317,0.2683,0.8049,30,33,41,0.917,0.917,5.6854,0.1951,0.625,0.0,0.375,0.375,0,0,0.6923,13,9,0.5721,0.1,0.0976,0.8537,0.0732,0.3171,0.0,0.0,0.6923,0.0,0.0,0.0,0.6616,0.0,outer_patrol_b,road_edge,0.98,0.0
6,-3.8313,-1.8689,0,1.0,0.1667,16,7680,70,150.0,0.8032,150.8032,1.0,0.7292,0.0625,1,0,1,0.0625,0.0,0.0625,0,0.8125,0.1875,0.875,13,14,16,0.8032,0.8032,1.2449,0.125,0.5,0.0,0.5,0.5,0,0,0.4,5,2,0.5586,0.1,0.1875,0.5625,0.0625,0.3125,0.0,0.0,0.4,0.0,0.0,0.0,0.6931,0.0,enter_inner,obstacle,0.98,0.0
7,0.2761,0.1347,0,2.0,0.3333,20,9600,70,150.0,2.9067,152.9067,1.0,1.1667,0.1,1,0,1,0.05,0.0,0.05,0,0.8,0.2,0.8,16,16,20,1.4533,1.4533,4.5053,0.2,1.0,0.0,0.0,0.0,0,0,0.8571,7,6,0.5574,0.1,0.15,0.8,0.05,0.35,0.0,0.0,0.8571,0.0,0.0,0.0,-0.0,0.0,inner_patrol,obstacle,0.98,0.0
8,32.1674,15.6914,0,4.0,0.6667,24,11520,70,150.0,0.6623,150.6623,1.0,1.9444,0.1667,1,0,1,0.0417,0.0,0.0417,0,0.6667,0.3333,0.7917,16,19,24,0.1656,0.1656,1.0266,0.2083,0.2,0.0,0.8,0.8,0,0,0.8889,9,8,0.5803,0.1,0.1667,0.8333,0.0833,0.375,0.0,0.0,0.8889,0.0,0.0,0.0,0.5004,0.0,outer_patrol_b,road_edge,0.98,0.0
9,-5.8917,-2.874,0,0.0,0.0,9,4320,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1111,0.0,0.1111,0,0.7778,0.2222,1.0,7,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2,2,0.4945,0.1,0.0,0.5556,0.0,0.2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,outer_patrol_a,road_edge,0.98,0.0
10,-10.0,-5.86,0,0.0,0.0,6,2880,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1667,0.0,0.1667,0,1.0,0.0,1.0,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5022,0.1,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outer_patrol_a,road_edge,0.98,0.0
11,74.1193,36.1558,1,6.0,1.0,46,22080,46,139.7143,5.8079,145.5222,0.6571,1.5217,0.1304,0,0,0,0.0,0.0,0.0,0,0.6739,0.3261,0.7826,31,36,46,1.1616,1.1616,9.0022,0.2174,0.8,0.0,0.2,0.2,0,0,0.7895,19,15,0.6045,0.1,0.2391,0.8043,0.1087,0.413,0.0,0.0,0.7895,0.0,0.0,0.0,0.5004,0.0,completed,,0.98,0.0
12,8.4916,4.1423,0,2.0,0.3333,16,7680,70,150.0,0.6708,150.6708,1.0,1.4583,0.125,1,0,1,0.0625,0.0,0.0625,0,0.75,0.25,0.8125,12,13,16,0.3354,0.3354,1.0397,0.1875,0.3333,0.0,0.6667,0.6667,0,0,0.6667,3,2,0.5427,0.1,0.125,0.625,0.0625,0.1875,0.0,0.0,0.6667,0.0,0.0,0.0,0.6365,0.0,inner_patrol,obstacle,0.98,0.0
