method,scenario,episodes,summary_window,avg_score_all,avg_reward_all,avg_success_all,avg_stage_ratio_all,avg_steps_all,avg_equivalent_env_steps_all,avg_completion_time_steps_all,avg_nominal_completion_time_seconds_all,avg_latency_time_seconds_all,avg_completion_time_seconds_all,avg_normalized_completion_time_all,avg_route_efficiency_all,avg_progress_per_step_all,avg_collisions_all,avg_violations_all,avg_unsafe_rate_all,avg_collision_rate_all,avg_violation_rate_all,avg_unsafe_event_rate_all,avg_planner_accuracy_all,avg_planner_miss_ratio_all,avg_planner_legal_ratio_all,avg_target_hits_all,avg_wait_time_all,avg_stage_latency_seconds_all,avg_latency_penalty_all,avg_idle_ratio_all,avg_wait_ratio_all,avg_follow_ratio_all,avg_select_ratio_all,avg_compensation_utilization_all,avg_safety_saved_all,avg_safety_interventions_all,avg_safety_success_rate_all,avg_critical_events_all,avg_critical_safe_all,avg_risk_exposure_all,avg_observed_risk_all,avg_high_risk_step_ratio_all,avg_hazard_step_ratio_all,avg_red_light_exposure_ratio_all,avg_critical_event_rate_all,avg_intervention_rate_all,avg_safety_precision_all,avg_safety_recall_all,avg_stop_ratio_all,avg_steer_left_ratio_all,avg_steer_right_ratio_all,avg_behavior_entropy_all,avg_safety_entropy_all,total_equivalent_env_steps,suite,method_key,scenario_key,seed
LACM w/o SELECT,UGV Complex Road Passage,4000,4000,70.3711,122.6604,0.6522,0.7719,13.4195,4294.24,38.3185,104.3694,1.2591,105.6286,0.479,4.3552,0.3266,0.3478,0.0,0.3478,0.0671,0.0,0.0671,0.5249,0.4751,0.5566,2.2572,0.3532,0.3532,2.0146,0.4483,0.2847,0.6755,0.0,0.6755,0.0,0.0,0.6183,4.9938,3.0598,0.4987,0.1,0.2906,0.4788,0.0594,0.3477,0.0,0.0,0.6183,0.0,0.0,0.0,0.3883,0.0,17176960,Chapter 3 Road Ablation,lacm_wo_select,road,44
LACM w/o FOLLOW,UGV Complex Road Passage,4000,4000,69.6388,121.2292,0.6452,0.767,13.258,4242.56,38.6927,104.5098,1.3064,105.8161,0.4837,4.365,0.3274,0.3548,0.0,0.3548,0.0686,0.0,0.0686,0.533,0.467,0.5619,2.0442,0.361,0.361,2.0902,0.4506,0.2937,0.0,0.6695,0.6695,0.0,0.0,0.6249,4.8907,3.1065,0.4982,0.1,0.2907,0.4764,0.057,0.3478,0.0,0.0,0.6249,0.0,0.0,0.0,0.3963,0.0,16970240,Chapter 3 Road Ablation,lacm_wo_follow,road,44
LACM,UGV Complex Road Passage,4000,4000,71.2262,124.8305,0.6575,0.7779,12.8375,4108.0,37.4635,104.0488,0.8211,104.8699,0.4683,4.5721,0.3429,0.3425,0.0,0.3425,0.0675,0.0,0.0675,0.5178,0.4822,0.5509,2.25,0.2268,0.2268,1.3138,0.4563,0.1885,0.5759,0.1954,0.7713,0.0,0.0,0.6181,4.6807,2.859,0.4929,0.1,0.2837,0.4682,0.0573,0.34,0.0,0.0,0.6181,0.0,0.0,0.0,0.5794,0.0,16432000,Chapter 3 Road Ablation,lacm,road,44
