episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,86.0,47.21,1,6.0,1.0,57,27360,57,144.4286,0.0,144.4286,0.8143,1.2281,0.1053,0,0,0,0.0,0.0,0.0,0,0.6316,0.3684,1.0,36,57,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4545,22,10,0.5641,0.1,0.1579,0.807,0.0351,0.386,0.0,0.0,0.4545,0.0,0.0,0.0,1.32,0.0,completed,,1.0,0.0
4,86.0,49.86,1,6.0,1.0,50,24000,50,141.4286,0.0,141.4286,0.7143,1.4,0.12,0,0,0,0.0,0.0,0.0,0,0.74,0.26,1.0,37,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7143,14,10,0.5517,0.1,0.08,0.68,0.02,0.28,0.0,0.0,0.7143,0.0,0.0,0.0,1.3813,0.0,completed,,0.9999,0.0
5,-10.0,-9.32,0,0.0,0.0,4,1920,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.25,0.0,0.25,0,1.0,0.0,1.0,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.5433,0.1,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,outer_patrol_a,road_edge,0.9999,0.0
6,86.0,46.57,1,6.0,1.0,59,28320,59,145.2857,0.0,145.2857,0.8429,1.1864,0.1017,0,0,0,0.0,0.0,0.0,0,0.6271,0.3729,1.0,37,59,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5294,17,9,0.5477,0.1,0.0678,0.7627,0.0169,0.2881,0.0,0.0,0.5294,0.0,0.0,0.0,1.3081,0.0,completed,,0.9998,0.0
7,-10.0,-7.12,0,0.0,0.0,10,4800,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1,0.0,0.1,0,0.6,0.4,1.0,6,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,1,0.5054,0.1,0.0,0.4,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.6931,0.0,outer_patrol_a,road_edge,0.9997,0.0
8,86.0,47.49,1,6.0,1.0,59,28320,59,145.2857,0.0,145.2857,0.8429,1.1864,0.1017,0,0,0,0.0,0.0,0.0,0,0.6949,0.3051,1.0,41,59,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.36,25,9,0.6101,0.1,0.2373,0.8644,0.1186,0.4237,0.0,0.0,0.36,0.0,0.0,0.0,1.402,0.0,completed,,0.9996,0.0
9,26.7525,13.05,0,3.0,0.5,31,14880,70,150.0,0.0,150.0,1.0,1.129,0.0968,1,0,1,0.0323,0.0,0.0323,0,0.7097,0.2903,1.0,22,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,10,6,0.5616,0.1,0.0968,0.6774,0.0323,0.3226,0.0,0.0,0.6,0.0,0.0,0.0,1.3948,0.0,return_outer,obstacle,0.9995,0.0
10,18.7985,9.17,0,3.0,0.5,43,20640,70,150.0,0.0,150.0,1.0,0.814,0.0698,1,0,1,0.0233,0.0,0.0233,0,0.5814,0.4186,1.0,25,43,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.15,20,3,0.5932,0.1,0.2093,0.8605,0.0465,0.4651,0.0,0.0,0.15,0.0,0.0,0.0,1.3254,0.0,return_outer,obstacle,0.9994,0.0
11,2.829,1.38,0,1.0,0.1667,20,9600,70,150.0,0.0,150.0,1.0,0.5833,0.05,1,0,1,0.05,0.0,0.05,0,0.8,0.2,1.0,16,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2857,7,2,0.5436,0.1,0.2,0.75,0.0,0.35,0.0,0.0,0.2857,0.0,0.0,0.0,1.0331,0.0,enter_inner,obstacle,0.9993,0.0
12,3.28,1.6,0,1.0,0.1667,20,9600,70,150.0,0.0,150.0,1.0,0.5833,0.05,1,0,1,0.05,0.0,0.05,0,0.75,0.25,1.0,15,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4444,9,4,0.5645,0.1,0.1,0.8,0.1,0.45,0.0,0.0,0.4444,0.0,0.0,0.0,1.0331,0.0,enter_inner,obstacle,0.9992,0.0
